Entity,Code,Day,"Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (IHME, lower)","Daily new estimated infections of COVID-19 (IHME, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Australia,AUS,2021-04-29,64.06,52.35,79.64,25.286
Australia,AUS,2021-04-30,64.25,52.52,79.88,23.143
Australia,AUS,2021-05-01,64.42,52.65,80.1,22.0
Australia,AUS,2021-05-02,64.55,52.76,80.26,22.857
Australia,AUS,2021-05-03,64.68,52.87,80.39,20.857
Australia,AUS,2021-05-04,64.87,53.02,80.6,18.143
Australia,AUS,2021-05-05,65.04,53.18,80.85,16.571
Australia,AUS,2021-05-06,65.21,53.33,81.1,15.286
Australia,AUS,2021-05-07,65.39,53.45,81.36,13.714
Australia,AUS,2021-05-08,65.63,53.61,81.7,13.429
Australia,AUS,2021-05-09,65.97,54.02,82.35,13.857
Australia,AUS,2021-05-10,66.58,55.03,83.63,12.857
Australia,AUS,2021-05-11,67.62,55.85,85.43,12.429
Australia,AUS,2021-05-12,68.98,56.82,87.14,11.714
Australia,AUS,2021-05-13,70.49,58.67,88.49,9.857
Australia,AUS,2021-05-14,72.01,60.38,89.74,8.571
Australia,AUS,2021-05-15,73.37,61.5,90.98,8.714
Australia,AUS,2021-05-16,74.46,62.47,91.96,7.429
Australia,AUS,2021-05-17,75.15,62.52,92.05,6.714
Australia,AUS,2021-05-18,75.38,61.9,92.14,7.0
Australia,AUS,2021-05-19,75.36,61.9,91.74,6.286
Australia,AUS,2021-05-20,75.23,61.62,91.49,6.0
Australia,AUS,2021-05-21,75.07,61.69,91.22,6.143
Australia,AUS,2021-05-22,75.02,61.91,91.48,5.286
Australia,AUS,2021-05-23,74.95,61.88,91.51,5.143
Australia,AUS,2021-05-24,74.68,61.48,91.2,6.143
Australia,AUS,2021-05-25,74.48,61.01,90.85,6.0
Australia,AUS,2021-05-26,74.46,61.24,90.93,8.143
Australia,AUS,2021-05-27,74.45,61.42,91.12,9.429
Australia,AUS,2021-05-28,74.48,61.3,91.19,10.429
Australia,AUS,2021-05-29,74.41,61.08,91.11,11.286
Australia,AUS,2021-05-30,74.17,60.55,90.72,12.429
Australia,AUS,2021-05-31,73.93,60.52,90.78,12.143
Australia,AUS,2021-06-01,73.77,60.81,90.99,12.571
Australia,AUS,2021-06-02,73.92,60.65,91.32,11.714
Australia,AUS,2021-06-03,74.51,61.03,92.16,10.571
Australia,AUS,2021-06-04,75.18,61.69,93.1,11.0
Australia,AUS,2021-06-05,75.87,62.36,94.09,10.714
Australia,AUS,2021-06-06,76.66,63.23,95.17,51.0
Australia,AUS,2021-06-07,77.75,64.47,96.66,49.857
Australia,AUS,2021-06-08,79.75,66.33,99.12,48.143
Australia,AUS,2021-06-09,82.91,67.41,103.38,46.429
Australia,AUS,2021-06-10,87.49,70.2,112.18,45.429
Australia,AUS,2021-06-11,94.06,72.8,123.42,43.571
Australia,AUS,2021-06-12,101.84,77.41,132.47,42.429
Australia,AUS,2021-06-13,109.74,83.87,140.15,8.286
Australia,AUS,2021-06-14,117.65,91.48,148.69,8.286
Australia,AUS,2021-06-15,124.89,99.7,153.79,8.286
Australia,AUS,2021-06-16,131.23,107.42,160.66,8.286
Australia,AUS,2021-06-17,137.2,115.79,168.48,8.286
Australia,AUS,2021-06-18,142.38,120.52,173.27,8.286
Australia,AUS,2021-06-19,146.45,124.07,176.24,8.286
Australia,AUS,2021-06-20,149.79,126.67,179.57,12.429
Australia,AUS,2021-06-21,151.98,129.46,182.03,12.429
Australia,AUS,2021-06-22,153.89,132.08,184.71,12.429
Australia,AUS,2021-06-23,157.71,135.66,189.16,12.429
Australia,AUS,2021-06-24,163.94,138.43,199.93,12.429
Australia,AUS,2021-06-25,173.36,142.34,227.64,12.429
Australia,AUS,2021-06-26,186.35,147.6,254.09,12.429
Australia,AUS,2021-06-27,202.11,152.96,267.66,33.571
Australia,AUS,2021-06-28,220.06,162.0,282.22,33.571
Australia,AUS,2021-06-29,237.38,174.8,305.9,33.571
Australia,AUS,2021-06-30,252.19,197.73,317.43,33.571
Australia,AUS,2021-07-01,263.83,218.21,328.29,33.571
Australia,AUS,2021-07-02,270.77,217.81,333.53,33.571
Australia,AUS,2021-07-03,275.55,225.93,335.75,33.571
Australia,AUS,2021-07-04,280.26,229.94,342.67,39.429
Australia,AUS,2021-07-05,286.2,235.17,368.1,39.429
Australia,AUS,2021-07-06,300.9,241.25,400.99,39.429
Australia,AUS,2021-07-07,324.82,248.04,436.45,39.429
Australia,AUS,2021-07-08,353.33,250.61,475.57,39.429
Australia,AUS,2021-07-09,386.31,269.49,514.33,39.429
Australia,AUS,2021-07-10,417.33,316.1,533.62,39.429
Australia,AUS,2021-07-11,443.62,349.94,554.69,78.429
Australia,AUS,2021-07-12,468.3,377.94,581.69,78.429
Australia,AUS,2021-07-13,491.59,403.63,608.81,78.429
Australia,AUS,2021-07-14,515.45,427.85,647.41,78.429
Australia,AUS,2021-07-15,541.98,454.85,699.72,78.429
Australia,AUS,2021-07-16,571.25,465.57,733.75,78.429
Australia,AUS,2021-07-17,607.89,478.61,769.56,78.429
Australia,AUS,2021-07-18,645.95,499.0,803.58,125.0
Australia,AUS,2021-07-19,675.16,533.76,823.65,125.0
Australia,AUS,2021-07-20,696.26,576.76,845.14,125.0
Australia,AUS,2021-07-21,709.6,577.88,862.2,125.0
Australia,AUS,2021-07-22,713.49,586.81,878.69,125.0
Australia,AUS,2021-07-23,709.59,572.46,881.65,125.0
Australia,AUS,2021-07-24,698.45,563.07,851.07,125.0
Australia,AUS,2021-07-25,684.18,555.53,847.48,180.0
Australia,AUS,2021-07-26,671.31,548.81,808.56,180.0
Australia,AUS,2021-07-27,664.93,560.39,781.27,180.0
Australia,AUS,2021-07-28,669.52,579.43,782.53,180.0
Australia,AUS,2021-07-29,684.45,594.41,815.33,180.0
Australia,AUS,2021-07-30,712.37,608.38,882.17,180.0
Australia,AUS,2021-07-31,755.77,626.98,982.16,180.0
Australia,AUS,2021-08-01,814.68,649.16,1125.89,238.143
Australia,AUS,2021-08-02,891.66,674.14,1276.35,238.143
Australia,AUS,2021-08-03,983.29,722.15,1373.45,238.143
Australia,AUS,2021-08-04,1086.73,772.35,1438.0,238.143
Australia,AUS,2021-08-05,1198.77,840.95,1540.54,238.143
Australia,AUS,2021-08-06,1306.03,943.19,1646.22,238.143
Australia,AUS,2021-08-07,1399.97,1086.07,1714.36,238.143
Australia,AUS,2021-08-08,1481.94,1239.26,1779.29,330.429
Australia,AUS,2021-08-09,1552.48,1326.26,1855.9,330.429
Australia,AUS,2021-08-10,1615.44,1384.99,1940.6,330.429
Australia,AUS,2021-08-11,1676.61,1429.01,1992.08,330.429
Australia,AUS,2021-08-12,1738.86,1504.68,2060.64,330.429
Australia,AUS,2021-08-13,1808.95,1563.24,2162.79,330.429
Australia,AUS,2021-08-14,1892.35,1623.82,2272.36,330.429
Australia,AUS,2021-08-15,1981.68,1668.63,2434.46,516.143
Australia,AUS,2021-08-16,2074.11,1740.06,2552.4,516.143
Australia,AUS,2021-08-17,2181.6,1840.87,2672.35,516.143
Australia,AUS,2021-08-18,2304.35,1933.23,2816.47,516.143
Australia,AUS,2021-08-19,2432.44,2000.86,2961.95,516.143
Australia,AUS,2021-08-20,2563.15,2132.01,3073.6,516.143
Australia,AUS,2021-08-21,2680.66,2302.83,3203.55,516.143
Australia,AUS,2021-08-22,2774.37,2414.66,3278.96,876.143
Australia,AUS,2021-08-23,2846.09,2472.49,3333.24,876.143
Australia,AUS,2021-08-24,2900.57,2519.62,3374.12,876.143
Australia,AUS,2021-08-25,2956.81,2586.94,3407.05,876.143
Australia,AUS,2021-08-26,3030.74,2668.11,3513.79,876.143
Australia,AUS,2021-08-27,3124.69,2757.01,3719.86,876.143
Australia,AUS,2021-08-28,3242.85,2794.39,3973.41,876.143
Australia,AUS,2021-08-29,3382.22,2853.41,4174.62,1162.857
Australia,AUS,2021-08-30,3523.73,2948.68,4321.59,1162.857
Australia,AUS,2021-08-31,3668.25,3059.86,4428.01,1162.857
Australia,AUS,2021-09-01,3817.07,3187.97,4592.5,1162.857
Australia,AUS,2021-09-02,3947.74,3324.53,4681.47,1162.857
Australia,AUS,2021-09-03,4045.94,3479.27,4750.61,1162.857
Australia,AUS,2021-09-04,4092.29,3480.52,4792.08,1162.857
Australia,AUS,2021-09-05,4089.06,3444.31,4782.24,1584.857
Australia,AUS,2021-09-06,4070.24,3432.01,4759.16,1584.857
Australia,AUS,2021-09-07,4055.19,3451.05,4720.66,1584.857
Australia,AUS,2021-09-08,4063.8,3501.12,4710.91,1584.857
Australia,AUS,2021-09-09,4105.02,3560.55,4768.2,1584.857
Australia,AUS,2021-09-10,4160.03,3619.27,4856.81,1584.857
Australia,AUS,2021-09-11,4225.01,3673.87,4969.62,1584.857
Australia,AUS,2021-09-12,4297.88,3737.56,5070.98,1799.429
Australia,AUS,2021-09-13,4349.04,3737.19,5160.23,1799.429
Australia,AUS,2021-09-14,4402.14,3700.58,5268.59,1799.429
Australia,AUS,2021-09-15,4464.38,3761.0,5320.62,1799.429
Australia,AUS,2021-09-16,4503.75,3815.39,5321.25,1799.429
Australia,AUS,2021-09-17,4543.42,3887.65,5314.89,1799.429
Australia,AUS,2021-09-18,4592.6,3955.77,5386.84,1799.429
Australia,AUS,2021-09-19,4645.12,4033.22,5469.74,1757.286
Australia,AUS,2021-09-20,4708.69,4097.15,5526.58,1757.286
Australia,AUS,2021-09-21,4805.64,4214.55,5627.37,1757.286
Australia,AUS,2021-09-22,4922.69,4378.44,5787.92,1757.286
Australia,AUS,2021-09-23,5026.71,4384.51,5942.98,1757.286
Australia,AUS,2021-09-24,5101.31,4306.32,6094.01,1757.286
Australia,AUS,2021-09-25,5154.2,4344.01,6151.43,1757.286
Australia,AUS,2021-09-26,5166.22,4377.1,6071.8,1785.429
Australia,AUS,2021-09-27,5129.46,4411.7,5910.47,1785.429
Australia,AUS,2021-09-28,5097.8,4409.11,5901.92,1785.429
Australia,AUS,2021-09-29,5088.01,4395.26,5924.57,1785.429
Australia,AUS,2021-09-30,5073.23,4369.16,5969.33,1785.429
Australia,AUS,2021-10-01,5068.04,4348.41,5894.39,1785.429
Australia,AUS,2021-10-02,5043.99,4296.71,5855.44,1785.429
Australia,AUS,2021-10-03,4998.65,4225.75,5878.47,2200.143
Australia,AUS,2021-10-04,4949.53,4157.51,5836.5,2200.143
Australia,AUS,2021-10-05,4865.73,4071.85,5775.65,2200.143
Australia,AUS,2021-10-06,4765.78,3960.29,5628.65,2200.143
Australia,AUS,2021-10-07,4679.71,3937.93,5516.83,2200.143
Australia,AUS,2021-10-08,4598.9,3983.29,5299.61,2200.143
Australia,AUS,2021-10-09,4534.27,3963.9,5227.64,2200.143
Australia,AUS,2021-10-10,4489.31,3872.4,5211.18,2183.0
Australia,AUS,2021-10-11,4439.43,3777.03,5182.42,2183.0
Australia,AUS,2021-10-12,4354.95,3594.17,5147.09,2183.0
Australia,AUS,2021-10-13,4225.74,3393.08,5033.32,2183.0
Australia,AUS,2021-10-14,4055.7,3168.27,4985.38,2183.0
Australia,AUS,2021-10-15,3849.74,2975.92,4791.34,2183.0
Australia,AUS,2021-10-16,3638.39,2818.05,4551.37,2183.0
Australia,AUS,2021-10-17,3454.58,2804.68,4312.09,2192.429
Australia,AUS,2021-10-18,3293.72,2751.02,4041.99,2192.429
Australia,AUS,2021-10-19,3173.14,2711.26,3760.59,2192.429
Australia,AUS,2021-10-20,3109.28,2687.71,3628.96,2192.429
Australia,AUS,2021-10-21,3083.54,2691.59,3583.21,2192.429
Australia,AUS,2021-10-22,3086.3,2651.07,3596.17,2192.429
Australia,AUS,2021-10-23,3091.15,2701.51,3637.23,2192.429
Australia,AUS,2021-10-24,3084.81,2570.33,3649.81,1965.571
Australia,AUS,2021-10-25,3067.57,2525.07,3683.93,1965.571
Australia,AUS,2021-10-26,3012.76,2445.6,3652.25,1965.571
Australia,AUS,2021-10-27,2925.04,2398.11,3569.32,1965.571
Australia,AUS,2021-10-28,2823.98,2302.93,3484.64,1965.571
Australia,AUS,2021-10-29,2712.26,2197.13,3273.5,1965.571
Australia,AUS,2021-10-30,2608.06,2083.09,3096.26,1965.571
Australia,AUS,2021-10-31,2524.02,2113.71,3023.48,1435.143
Australia,AUS,2021-11-01,2462.15,2075.49,2937.35,1435.143
Australia,AUS,2021-11-02,2439.55,2126.38,2903.83,1435.143
Australia,AUS,2021-11-03,2462.89,2142.53,2990.04,1435.143
Australia,AUS,2021-11-04,2522.98,2105.71,3066.6,1435.143
Australia,AUS,2021-11-05,2610.24,2116.13,3142.87,1435.143
Australia,AUS,2021-11-06,2703.29,2213.12,3223.45,1435.143
Australia,AUS,2021-11-07,2774.18,2319.19,3310.36,1380.857
Australia,AUS,2021-11-08,2818.04,2392.09,3379.39,1380.857
Australia,AUS,2021-11-09,2842.45,2409.33,3396.94,1380.857
Australia,AUS,2021-11-10,2835.45,2393.66,3341.73,1380.857
Australia,AUS,2021-11-11,2803.96,2365.78,3262.65,1380.857
Australia,AUS,2021-11-12,2765.22,2325.17,3252.79,1380.857
Australia,AUS,2021-11-13,3304.2,2566.59,4142.29,1380.857
Australia,AUS,2021-11-14,3218.48,2526.47,4038.24,1243.0
Australia,AUS,2021-11-15,3277.66,2506.84,4155.63,1243.0
Australia,AUS,2021-11-16,3345.52,2507.64,4278.08,1243.0
Australia,AUS,2021-11-17,3447.9,2522.71,4471.1,1243.0
Australia,AUS,2021-11-18,3578.78,2566.79,4829.5,1243.0
Australia,AUS,2021-11-19,3722.59,2616.75,5060.13,1243.0
Australia,AUS,2021-11-20,3906.34,2733.58,5436.22,1243.0
Australia,AUS,2021-11-21,4124.9,2762.03,5798.2,1332.857
Australia,AUS,2021-11-22,4364.19,2859.34,6160.01,1332.857
Australia,AUS,2021-11-23,4635.4,2995.1,6449.95,1332.857
Australia,AUS,2021-11-24,4929.19,3149.51,6918.68,1332.857
Australia,AUS,2021-11-25,5228.48,3277.84,7468.45,1332.857
Australia,AUS,2021-11-26,5516.51,3400.97,7936.82,1332.857
Australia,AUS,2021-11-27,5807.68,3567.22,8363.17,1332.857
Australia,AUS,2021-11-28,6149.29,3771.29,8969.5,1392.0
Australia,AUS,2021-11-29,6573.66,4040.26,9697.65,1392.0
Australia,AUS,2021-11-30,7106.46,4331.16,10715.52,1392.0
Australia,AUS,2021-12-01,7765.72,4706.79,11575.11,1392.0
Australia,AUS,2021-12-02,8545.7,5323.13,12439.75,1392.0
Australia,AUS,2021-12-03,9426.81,6093.57,13683.0,1392.0
Australia,AUS,2021-12-04,10355.02,6693.26,14945.26,1392.0
Australia,AUS,2021-12-05,11262.22,7320.35,16004.83,1503.714
Australia,AUS,2021-12-06,12193.27,8124.64,16981.3,1503.714
Australia,AUS,2021-12-07,13277.37,9027.09,19379.02,1503.714
Australia,AUS,2021-12-08,14581.24,9792.8,22420.4,1503.714
Australia,AUS,2021-12-09,16186.08,10467.25,26169.79,1503.714
Australia,AUS,2021-12-10,18295.7,11227.27,30939.27,1503.714
Australia,AUS,2021-12-11,21030.67,12485.15,36875.28,1503.714
Australia,AUS,2021-12-12,24406.57,13875.81,43508.83,1914.714
Australia,AUS,2021-12-13,28518.79,15868.05,50601.86,1914.714
Australia,AUS,2021-12-14,33402.76,18529.51,56504.6,1914.714
Australia,AUS,2021-12-15,38940.59,21908.42,62076.11,1914.714
Australia,AUS,2021-12-16,45090.24,26131.92,68858.15,1914.714
Australia,AUS,2021-12-17,51660.43,31304.18,76887.89,1914.714
Australia,AUS,2021-12-18,58179.27,37235.44,84449.63,1914.714
Australia,AUS,2021-12-19,64895.45,43164.8,90245.43,4498.429
Australia,AUS,2021-12-20,72287.44,48904.45,99766.44,4498.429
Australia,AUS,2021-12-21,80020.62,54982.32,109955.76,4498.429
Australia,AUS,2021-12-22,88255.05,61161.49,119306.01,4498.429
Australia,AUS,2021-12-23,97422.31,68459.54,130602.76,4498.429
Australia,AUS,2021-12-24,106956.54,76530.74,141592.02,4498.429
Australia,AUS,2021-12-25,116095.97,84646.04,150441.18,4498.429
Australia,AUS,2021-12-26,124708.99,94002.98,158893.84,14252.0
Australia,AUS,2021-12-27,133150.53,103326.38,169599.27,14252.0
Australia,AUS,2021-12-28,141907.74,108910.98,180735.42,14252.0
Australia,AUS,2021-12-29,150760.13,114325.72,190231.63,14252.0
Australia,AUS,2021-12-30,158786.14,121586.85,195905.1,14252.0
Australia,AUS,2021-12-31,165371.55,130216.57,205038.03,14252.0
Australia,AUS,2022-01-01,169983.77,136720.12,208283.34,14252.0
Australia,AUS,2022-01-02,171790.7,137892.17,209463.1,41373.43
Australia,AUS,2022-01-03,170308.01,137674.86,212702.91,41373.43
Australia,AUS,2022-01-04,165705.57,131191.62,213854.2,41373.43
Australia,AUS,2022-01-05,158569.21,122561.57,211839.89,41373.43
Australia,AUS,2022-01-06,149664.95,112816.18,207973.14,41373.43
Australia,AUS,2022-01-07,139877.16,105649.78,198426.5,41373.43
Australia,AUS,2022-01-08,130456.78,99247.82,182615.03,41373.43
Australia,AUS,2022-01-09,122225.6,94536.89,167545.21,84116.14
Australia,AUS,2022-01-10,115056.82,89295.26,155437.24,84116.14
Australia,AUS,2022-01-11,108659.62,83879.16,147980.92,84116.14
Australia,AUS,2022-01-12,102715.66,79075.35,141139.26,84116.14
Australia,AUS,2022-01-13,97150.59,75006.8,133247.6,84116.14
Australia,AUS,2022-01-14,92296.51,71778.64,124717.81,84116.14
Australia,AUS,2022-01-15,88244.69,69371.16,117670.8,84116.14
Australia,AUS,2022-01-16,84948.35,67456.98,113144.87,66046.43
Australia,AUS,2022-01-17,82374.42,66215.97,109998.42,66046.43
Australia,AUS,2022-01-18,80277.73,64972.0,107575.05,66046.43
Australia,AUS,2022-01-19,78325.2,62913.54,103750.98,66046.43
Australia,AUS,2022-01-20,76177.52,60637.65,100094.52,66046.43
Australia,AUS,2022-01-21,73716.84,58221.21,98296.84,66046.43
Australia,AUS,2022-01-22,71035.31,55887.96,95491.59,66046.43
Australia,AUS,2022-01-23,68211.95,53210.65,92016.96,49708.57
Australia,AUS,2022-01-24,65387.33,50726.63,87678.33,49708.57
Australia,AUS,2022-01-25,62656.76,48521.94,82971.46,49708.57
Australia,AUS,2022-01-26,60106.94,46923.11,78872.03,49708.57
Australia,AUS,2022-01-27,57862.17,45501.97,75681.93,49708.57
Australia,AUS,2022-01-28,55973.6,44469.89,73161.06,49708.57
Australia,AUS,2022-01-29,54578.59,43786.54,71301.64,49708.57
Australia,AUS,2022-01-30,53720.6,43543.25,70212.46,38259.57
Australia,AUS,2022-01-31,53261.37,43857.5,69542.96,38259.57
Australia,AUS,2022-02-01,53099.89,44236.46,68632.9,38259.57
Australia,AUS,2022-02-02,53097.31,43713.87,69256.62,38259.57
Australia,AUS,2022-02-03,53145.22,43787.36,69630.53,38259.57
Australia,AUS,2022-02-04,52965.65,43166.25,70193.7,38259.57
Australia,AUS,2022-02-05,52295.73,42080.13,70224.25,38259.57
Australia,AUS,2022-02-06,51287.62,40058.41,69478.85,28730.285
Australia,AUS,2022-02-07,49857.63,38227.05,67813.13,28730.285
Australia,AUS,2022-02-08,47958.82,36519.5,64166.73,28730.285
Australia,AUS,2022-02-09,46026.84,35211.19,61428.15,28730.285
Australia,AUS,2022-02-10,44142.9,34450.43,58257.72,28730.285
Australia,AUS,2022-02-11,42366.09,33737.49,55132.1,28730.285
Australia,AUS,2022-02-12,40999.85,32918.4,53540.79,28730.285
Australia,AUS,2022-02-13,39934.45,32267.64,52459.68,24536.285
Australia,AUS,2022-02-14,39097.26,32052.41,50570.45,24536.285
Australia,AUS,2022-02-15,38615.21,32088.3,49498.3,24536.285
Australia,AUS,2022-02-16,38402.54,32223.81,49553.59,24536.285
Australia,AUS,2022-02-17,38400.77,32341.61,49696.35,24536.285
Australia,AUS,2022-02-18,38579.02,32638.86,49909.44,24536.285
Australia,AUS,2022-02-19,38943.54,32778.1,50089.36,24536.285
Australia,AUS,2022-02-20,39666.97,33144.23,50707.26,22918.43
Australia,AUS,2022-02-21,40631.57,34110.69,51238.96,22918.43
Australia,AUS,2022-02-22,41705.48,34944.46,52603.14,22918.43
Australia,AUS,2022-02-23,42967.14,35807.27,54535.11,22918.43
Australia,AUS,2022-02-24,44237.82,37204.54,55945.94,22918.43
Australia,AUS,2022-02-25,45443.47,38196.45,57368.54,22918.43
Australia,AUS,2022-02-26,46551.92,38987.64,58475.26,22918.43
Australia,AUS,2022-02-27,47365.68,39635.83,59678.68,22914.57
Australia,AUS,2022-02-28,48210.85,40262.89,60733.89,22914.57
Australia,AUS,2022-03-01,49335.19,41315.48,61819.36,22914.57
Australia,AUS,2022-03-02,50461.95,42328.97,61350.42,22914.57
Australia,AUS,2022-03-03,51705.35,43207.08,63479.84,22914.57
Australia,AUS,2022-03-04,53178.19,44442.91,64624.27,22914.57
Australia,AUS,2022-03-05,54672.69,45601.89,66384.14,22914.57
Australia,AUS,2022-03-06,56270.52,46880.11,67897.71,27959.57
Australia,AUS,2022-03-07,57937.45,48411.19,69576.52,27959.57
Australia,AUS,2022-03-08,59471.38,49531.48,71097.05,27959.57
Australia,AUS,2022-03-09,60938.36,50804.06,73076.03,27959.57
Australia,AUS,2022-03-10,62278.83,51681.56,74415.78,27959.57
Australia,AUS,2022-03-11,63359.2,52119.58,75864.18,27959.57
Australia,AUS,2022-03-12,64346.45,52990.19,77476.09,27959.57
Australia,AUS,2022-03-13,65376.06,53867.41,79030.92,34549.715
Australia,AUS,2022-03-14,66393.13,54529.68,79890.37,34549.715
Australia,AUS,2022-03-15,67407.71,55439.6,81028.94,34549.715
Australia,AUS,2022-03-16,68486.45,56201.98,82509.66,34549.715
Australia,AUS,2022-03-17,69488.24,56962.24,84039.08,34549.715
Australia,AUS,2022-03-18,70275.72,57587.19,84307.38,34549.715
Australia,AUS,2022-03-19,70897.04,57522.04,84634.43,34549.715
Australia,AUS,2022-03-20,71216.98,56775.88,86020.1,46748.57
Australia,AUS,2022-03-21,71244.08,57266.63,87006.58,46748.57
Australia,AUS,2022-03-22,71239.04,57656.17,86938.49,46748.57
Australia,AUS,2022-03-23,71284.82,57270.66,86311.98,46748.57
Australia,AUS,2022-03-24,71539.34,57465.09,86720.37,46748.57
Australia,AUS,2022-03-25,72052.42,57728.88,86889.03,46748.57
Australia,AUS,2022-03-26,72645.99,58834.21,87820.43,46748.57
Australia,AUS,2022-03-27,73251.51,59457.76,89440.5,55108.855
Australia,AUS,2022-03-28,73810.87,59907.52,89200.38,55108.855
Australia,AUS,2022-03-29,74257.42,59241.99,91533.11,55108.855
Australia,AUS,2022-03-30,74346.61,59041.29,90790.33,55108.855
Australia,AUS,2022-03-31,73927.19,58848.3,91487.12,55108.855
Australia,AUS,2022-04-01,73230.03,58041.22,90680.9,55108.855
Australia,AUS,2022-04-02,72402.35,56635.92,89506.91,55108.855
Australia,AUS,2022-04-03,71472.67,54686.95,89019.13,56568.855
Austria,AUT,2020-02-10,46.82,34.87,56.66,0.0
Austria,AUT,2020-02-11,47.19,35.62,56.64,0.0
Austria,AUT,2020-02-12,47.94,38.21,57.02,0.0
Austria,AUT,2020-02-13,49.27,40.18,58.27,0.0
Austria,AUT,2020-02-14,52.87,42.08,67.51,0.0
Austria,AUT,2020-02-15,59.27,43.35,84.46,0.0
Austria,AUT,2020-02-16,67.3,47.63,103.18,0.0
Austria,AUT,2020-02-17,78.54,52.51,130.08,0.0
Austria,AUT,2020-02-18,94.33,61.19,159.61,0.0
Austria,AUT,2020-02-19,114.18,68.34,195.27,0.0
Austria,AUT,2020-02-20,139.87,79.04,240.1,0.0
Austria,AUT,2020-02-21,173.2,93.5,300.99,0.0
Austria,AUT,2020-02-22,214.87,113.89,374.92,0.0
Austria,AUT,2020-02-23,264.93,144.07,451.1,0.0
Austria,AUT,2020-02-24,322.48,183.54,522.6,0.0
Austria,AUT,2020-02-25,391.3,225.86,614.01,0.0
Austria,AUT,2020-02-26,476.18,274.54,745.81,0.0
Austria,AUT,2020-02-27,576.41,334.48,896.5,0.0
Austria,AUT,2020-02-28,694.72,416.48,1044.39,0.143
Austria,AUT,2020-02-29,834.05,526.68,1192.5,0.429
Austria,AUT,2020-03-01,987.17,639.49,1340.73,1.0
Austria,AUT,2020-03-02,1148.3,765.73,1498.37,1.143
Austria,AUT,2020-03-03,1317.27,937.43,1670.35,1.714
Austria,AUT,2020-03-04,1488.86,1129.85,1823.08,2.429
Austria,AUT,2020-03-05,1657.38,1293.34,1985.3,3.286
Austria,AUT,2020-03-06,1824.46,1418.26,2148.36,5.143
Austria,AUT,2020-03-07,1993.27,1575.33,2331.95,6.143
Austria,AUT,2020-03-08,2167.62,1751.72,2550.01,9.714
Austria,AUT,2020-03-09,2352.03,1906.44,2781.63,12.857
Austria,AUT,2020-03-10,2543.73,2057.51,2985.52,16.286
Austria,AUT,2020-03-11,2742.46,2222.02,3181.5,18.714
Austria,AUT,2020-03-12,2948.75,2415.06,3385.64,25.714
Austria,AUT,2020-03-13,3138.62,2618.59,3543.24,39.143
Austria,AUT,2020-03-14,3279.65,2825.46,3722.09,51.571
Austria,AUT,2020-03-15,3359.73,2874.39,3908.63,73.286
Austria,AUT,2020-03-16,3376.19,2783.63,3990.24,96.143
Austria,AUT,2020-03-17,3329.22,2704.01,3968.86,116.429
Austria,AUT,2020-03-18,3223.67,2561.35,3942.9,118.286
Austria,AUT,2020-03-19,3071.3,2367.15,3873.93,116.143
Austria,AUT,2020-03-20,2894.13,2190.3,3715.01,104.857
Austria,AUT,2020-03-21,2705.96,2050.91,3500.72,96.0
Austria,AUT,2020-03-22,2515.71,1897.56,3279.94,77.714
Austria,AUT,2020-03-23,2337.89,1758.45,3038.24,63.286
Austria,AUT,2020-03-24,2173.59,1618.82,2807.73,49.571
Austria,AUT,2020-03-25,2021.79,1479.98,2618.27,123.571
Austria,AUT,2020-03-26,1887.57,1367.1,2452.67,210.0
Austria,AUT,2020-03-27,1766.23,1289.92,2287.14,301.286
Austria,AUT,2020-03-28,1658.82,1227.85,2153.05,440.429
Austria,AUT,2020-03-29,1565.79,1168.3,2064.49,544.857
Austria,AUT,2020-03-30,1474.26,1092.6,1950.3,620.286
Austria,AUT,2020-03-31,1382.26,1010.91,1825.55,687.429
Austria,AUT,2020-04-01,1292.4,932.34,1718.67,703.286
Austria,AUT,2020-04-02,1196.24,844.29,1619.97,689.286
Austria,AUT,2020-04-03,1094.32,739.15,1497.36,671.857
Austria,AUT,2020-04-04,995.74,652.11,1387.04,589.714
Austria,AUT,2020-04-05,902.14,587.92,1277.38,536.143
Austria,AUT,2020-04-06,817.44,525.21,1162.08,484.429
Austria,AUT,2020-04-07,745.03,489.07,1064.82,432.857
