Entity,Code,Day,"Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (IHME, lower)","Daily new estimated infections of COVID-19 (IHME, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Slovakia,SVK,2020-12-29,15614.29,12880.7,18221.92,2138.429
Slovakia,SVK,2020-12-30,15465.16,12670.91,18199.35,2046.143
Slovakia,SVK,2020-12-31,15141.66,12166.9,17989.32,2568.714
Slovakia,SVK,2021-01-01,14760.7,11665.77,17581.41,2700.0
Slovakia,SVK,2021-01-02,14404.59,11312.8,17260.85,2799.286
Slovakia,SVK,2021-01-03,14064.53,11199.1,16901.01,2848.571
Slovakia,SVK,2021-01-04,13762.71,11306.88,16359.65,2858.143
Slovakia,SVK,2021-01-05,13544.54,11285.3,15859.81,2985.857
Slovakia,SVK,2021-01-06,13424.57,11223.23,15725.69,3259.857
Slovakia,SVK,2021-01-07,13397.14,11146.03,15591.59,2663.0
Slovakia,SVK,2021-01-08,13496.69,11327.28,15815.83,2379.429
Slovakia,SVK,2021-01-09,13701.1,11782.96,16153.47,2713.143
Slovakia,SVK,2021-01-10,13925.63,11968.29,16440.62,2963.714
Slovakia,SVK,2021-01-11,14171.22,12148.54,16646.86,2995.714
Slovakia,SVK,2021-01-12,14416.91,12388.88,16857.39,2913.0
Slovakia,SVK,2021-01-13,14626.29,12500.47,17214.77,2715.429
Slovakia,SVK,2021-01-14,14835.24,12511.14,17599.39,2827.714
Slovakia,SVK,2021-01-15,15016.65,12501.94,18042.49,2791.857
Slovakia,SVK,2021-01-16,15131.36,12347.73,18277.81,2502.286
Slovakia,SVK,2021-01-17,15193.76,12137.77,18432.04,2159.429
Slovakia,SVK,2021-01-18,15200.26,11932.69,18470.96,2188.0
Slovakia,SVK,2021-01-19,15181.05,11802.97,18543.79,2116.429
Slovakia,SVK,2021-01-20,15185.72,11832.79,18648.01,1960.429
Slovakia,SVK,2021-01-21,15156.47,11944.62,18694.7,1894.857
Slovakia,SVK,2021-01-22,15115.21,11999.37,18647.94,1760.0
Slovakia,SVK,2021-01-23,15091.66,11981.13,18592.61,1688.429
Slovakia,SVK,2021-01-24,15098.2,11946.48,18626.08,1878.714
Slovakia,SVK,2021-01-25,15144.62,11960.87,18748.05,1806.0
Slovakia,SVK,2021-01-26,15248.32,12196.62,18890.26,1760.429
Slovakia,SVK,2021-01-27,15392.96,12417.04,18977.2,1802.0
Slovakia,SVK,2021-01-28,15572.94,12768.82,19043.11,1740.714
Slovakia,SVK,2021-01-29,15824.15,12947.23,19284.5,1854.429
Slovakia,SVK,2021-01-30,16139.66,13201.3,19900.65,1945.571
Slovakia,SVK,2021-01-31,16478.41,13228.32,20592.17,1919.571
Slovakia,SVK,2021-02-01,16812.52,13168.49,21198.86,1904.286
Slovakia,SVK,2021-02-02,17088.24,13241.09,21736.3,1925.286
Slovakia,SVK,2021-02-03,17264.79,13057.97,22119.75,1919.143
Slovakia,SVK,2021-02-04,17372.45,12961.97,22418.92,1925.143
Slovakia,SVK,2021-02-05,17426.22,13026.76,22585.82,1932.143
Slovakia,SVK,2021-02-06,17433.26,13121.63,22554.75,1940.571
Slovakia,SVK,2021-02-07,17457.91,13289.63,22505.21,1916.143
Slovakia,SVK,2021-02-08,17526.38,13518.87,22432.3,1960.857
Slovakia,SVK,2021-02-09,17638.5,13697.51,22499.42,1959.0
Slovakia,SVK,2021-02-10,17817.65,13824.22,22792.53,2022.857
Slovakia,SVK,2021-02-11,18024.34,13846.04,23199.72,2081.429
Slovakia,SVK,2021-02-12,18190.02,13658.78,23672.27,2053.0
Slovakia,SVK,2021-02-13,18281.58,13250.53,23906.9,2065.714
Slovakia,SVK,2021-02-14,18271.13,12828.82,24182.68,2050.857
Slovakia,SVK,2021-02-15,18137.73,12532.98,24326.68,2024.429
Slovakia,SVK,2021-02-16,17887.46,12314.72,24328.0,1984.143
Slovakia,SVK,2021-02-17,17556.65,12124.76,23904.02,1982.571
Slovakia,SVK,2021-02-18,17184.93,11896.47,23213.44,1992.286
Slovakia,SVK,2021-02-19,16825.64,11729.47,22669.0,1978.286
Slovakia,SVK,2021-02-20,16522.71,11704.28,22341.66,2031.857
Slovakia,SVK,2021-02-21,16260.81,11614.98,21880.27,2065.857
Slovakia,SVK,2021-02-22,16028.8,11356.44,21423.54,2076.857
Slovakia,SVK,2021-02-23,15818.48,10999.52,21073.98,2156.286
Slovakia,SVK,2021-02-24,15603.58,10669.06,20882.23,2210.429
Slovakia,SVK,2021-02-25,15377.31,10467.12,21008.74,2193.714
Slovakia,SVK,2021-02-26,15123.01,10302.82,20949.16,2238.286
Slovakia,SVK,2021-02-27,14856.14,10228.8,20536.38,2258.714
Slovakia,SVK,2021-02-28,14628.57,10306.88,19947.81,2277.143
Slovakia,SVK,2021-03-01,14474.28,10440.54,19458.77,2304.714
Slovakia,SVK,2021-03-02,14431.85,10632.74,19221.62,2316.0
Slovakia,SVK,2021-03-03,14498.54,10780.88,19426.53,2288.857
Slovakia,SVK,2021-03-04,14642.96,10718.74,19760.31,2340.571
Slovakia,SVK,2021-03-05,14847.24,10695.05,20152.91,2308.857
Slovakia,SVK,2021-03-06,15061.69,10706.77,20405.85,2262.286
Slovakia,SVK,2021-03-07,15252.49,10694.87,20774.33,2186.714
Slovakia,SVK,2021-03-08,15404.68,10655.06,21115.28,2123.0
Slovakia,SVK,2021-03-09,15496.05,10665.24,21492.06,2141.571
Slovakia,SVK,2021-03-10,15550.98,10682.85,21716.99,2176.286
Slovakia,SVK,2021-03-11,15591.73,10681.74,21700.54,2058.857
Slovakia,SVK,2021-03-12,15628.41,10681.72,21641.25,2041.429
Slovakia,SVK,2021-03-13,15695.4,10744.59,21831.04,2018.714
Slovakia,SVK,2021-03-14,15792.59,10809.79,22091.71,2016.143
Slovakia,SVK,2021-03-15,15901.36,10836.04,22308.77,2024.857
Slovakia,SVK,2021-03-16,16020.06,10844.86,22497.61,1935.0
Slovakia,SVK,2021-03-17,16132.16,10786.07,22779.04,1833.857
Slovakia,SVK,2021-03-18,16224.78,10646.37,23177.73,1842.714
Slovakia,SVK,2021-03-19,16288.37,10512.73,23531.11,1753.857
Slovakia,SVK,2021-03-20,16285.58,10316.77,23425.98,1672.714
Slovakia,SVK,2021-03-21,16195.4,9998.03,23558.42,1623.714
Slovakia,SVK,2021-03-22,16026.66,9568.77,23573.8,1615.714
Slovakia,SVK,2021-03-23,15781.9,9105.54,23556.9,1573.286
Slovakia,SVK,2021-03-24,15462.8,8729.07,23523.9,1442.571
Slovakia,SVK,2021-03-25,15060.69,8376.21,23266.6,1387.429
Slovakia,SVK,2021-03-26,14583.61,7989.21,22725.95,1329.286
Slovakia,SVK,2021-03-27,14069.73,7650.79,22024.39,1291.571
Slovakia,SVK,2021-03-28,13546.63,7370.47,21147.62,1291.571
Slovakia,SVK,2021-03-29,13029.9,7091.58,20484.75,1263.571
Slovakia,SVK,2021-03-30,12553.62,6905.77,19843.3,1254.143
Slovakia,SVK,2021-03-31,12131.17,6768.53,19070.24,1236.714
Slovakia,SVK,2021-04-01,11742.9,6707.2,18189.7,1186.714
Slovakia,SVK,2021-04-02,11439.01,6734.71,17458.12,1202.857
Slovakia,SVK,2021-04-03,11243.29,6763.24,16966.34,1091.0
Slovakia,SVK,2021-04-04,11137.41,6717.29,16678.78,1047.429
Slovakia,SVK,2021-04-05,11094.52,6620.0,16580.27,1040.714
Slovakia,SVK,2021-04-06,11073.03,6498.04,16665.72,914.714
Slovakia,SVK,2021-04-07,11040.61,6393.01,16846.04,815.571
Slovakia,SVK,2021-04-08,10976.69,6294.98,16908.87,854.429
Slovakia,SVK,2021-04-09,10855.89,6110.93,16796.55,788.429
Slovakia,SVK,2021-04-10,10691.44,5846.7,16599.46,835.857
Slovakia,SVK,2021-04-11,10514.36,5679.74,16401.34,831.429
Slovakia,SVK,2021-04-12,10327.3,5696.09,16236.95,824.0
Slovakia,SVK,2021-04-13,10128.97,5728.82,15960.15,900.714
Slovakia,SVK,2021-04-14,9938.77,5645.61,15429.4,887.571
Slovakia,SVK,2021-04-15,9764.46,5460.21,14881.36,782.857
Slovakia,SVK,2021-04-16,9594.9,5184.44,14712.92,741.857
Slovakia,SVK,2021-04-17,9418.58,4937.53,14842.94,694.714
Slovakia,SVK,2021-04-18,9173.54,4682.12,14820.55,701.714
Slovakia,SVK,2021-04-19,8791.45,4218.82,14449.35,699.857
Slovakia,SVK,2021-04-20,8291.29,3686.42,13824.5,667.286
Slovakia,SVK,2021-04-21,7704.39,3185.38,13146.71,623.714
Slovakia,SVK,2021-04-22,7045.34,2824.46,12076.89,600.0
Slovakia,SVK,2021-04-23,6357.79,2605.77,11257.49,578.429
Slovakia,SVK,2021-04-24,5682.66,2474.25,10339.21,591.429
Slovakia,SVK,2021-04-25,5068.67,2360.13,9003.58,562.429
Slovakia,SVK,2021-04-26,4571.18,2259.69,7734.62,563.286
Slovakia,SVK,2021-04-27,4213.17,2236.03,6715.53,541.286
Slovakia,SVK,2021-04-28,3971.64,2176.8,6033.73,529.571
Slovakia,SVK,2021-04-29,3809.46,2099.99,5652.31,513.429
Slovakia,SVK,2021-04-30,3692.82,2066.26,5432.0,510.857
Slovakia,SVK,2021-05-01,3590.08,2062.11,5253.37,463.429
Slovakia,SVK,2021-05-02,3488.45,2034.13,5063.14,455.286
Slovakia,SVK,2021-05-03,3385.53,1954.11,4858.26,459.714
Slovakia,SVK,2021-05-04,3287.06,1886.0,4621.91,444.429
Slovakia,SVK,2021-05-05,3209.18,1909.04,4446.34,448.143
Slovakia,SVK,2021-05-06,3154.15,1964.63,4306.4,416.571
Slovakia,SVK,2021-05-07,3122.96,1987.97,4246.97,401.571
Slovakia,SVK,2021-05-08,3112.65,1954.67,4133.09,382.143
Slovakia,SVK,2021-05-09,3109.69,1858.38,4256.21,339.571
Slovakia,SVK,2021-05-10,3107.96,1781.24,4319.62,365.429
Slovakia,SVK,2021-05-11,3080.48,1650.07,4426.08,361.0
Slovakia,SVK,2021-05-12,2994.84,1482.63,4505.99,317.571
Slovakia,SVK,2021-05-13,2849.11,1333.42,4384.02,315.429
Slovakia,SVK,2021-05-14,2656.99,1228.95,4188.05,305.714
Slovakia,SVK,2021-05-15,2449.11,1173.36,3959.18,289.286
Slovakia,SVK,2021-05-16,2258.78,1156.41,3673.59,292.571
Slovakia,SVK,2021-05-17,2103.99,1195.52,3274.58,267.571
Slovakia,SVK,2021-05-18,1999.88,1224.74,2902.26,250.857
Slovakia,SVK,2021-05-19,1955.93,1302.71,2666.69,228.286
Slovakia,SVK,2021-05-20,1980.41,1333.54,2704.07,217.571
Slovakia,SVK,2021-05-21,2053.08,1372.87,2780.66,195.286
Slovakia,SVK,2021-05-22,2124.47,1389.14,2966.67,185.571
Slovakia,SVK,2021-05-23,2180.18,1345.0,3024.42,187.429
Slovakia,SVK,2021-05-24,2203.11,1199.22,3096.39,170.714
Slovakia,SVK,2021-05-25,2167.0,1090.75,3116.7,156.286
Slovakia,SVK,2021-05-26,2087.83,1014.1,3162.48,148.286
Slovakia,SVK,2021-05-27,1962.09,884.38,3032.01,136.143
Slovakia,SVK,2021-05-28,1784.76,737.0,3026.04,130.143
Slovakia,SVK,2021-05-29,1599.07,659.51,2639.57,124.143
Slovakia,SVK,2021-05-30,1425.01,631.1,2293.36,122.143
Slovakia,SVK,2021-05-31,1266.05,601.63,2080.57,123.857
Slovakia,SVK,2021-06-01,1136.68,561.9,1945.36,125.714
Slovakia,SVK,2021-06-02,1026.95,542.25,1704.1,116.286
Slovakia,SVK,2021-06-03,930.82,515.36,1374.64,112.143
Slovakia,SVK,2021-06-04,862.99,472.43,1234.54,111.857
Slovakia,SVK,2021-06-05,817.6,447.03,1186.5,107.429
Slovakia,SVK,2021-06-06,770.35,426.74,1117.18,106.571
Slovakia,SVK,2021-06-07,718.85,397.36,1072.68,104.286
Slovakia,SVK,2021-06-08,673.31,378.94,974.56,97.143
Slovakia,SVK,2021-06-09,630.75,361.57,876.15,100.429
Slovakia,SVK,2021-06-10,594.88,350.59,817.74,97.143
Slovakia,SVK,2021-06-11,572.71,351.61,779.09,95.714
Slovakia,SVK,2021-06-12,557.47,345.98,747.93,92.0
Slovakia,SVK,2021-06-13,546.4,335.58,725.17,84.286
Slovakia,SVK,2021-06-14,539.76,336.98,708.07,83.857
Slovakia,SVK,2021-06-15,531.22,322.19,713.51,77.286
Slovakia,SVK,2021-06-16,519.87,302.68,718.42,65.143
Slovakia,SVK,2021-06-17,507.18,294.13,707.95,57.286
Slovakia,SVK,2021-06-18,493.05,295.77,691.29,50.714
Slovakia,SVK,2021-06-19,483.17,298.1,665.08,44.714
Slovakia,SVK,2021-06-20,481.1,316.59,651.03,42.714
Slovakia,SVK,2021-06-21,487.61,323.22,693.67,41.143
Slovakia,SVK,2021-06-22,504.49,332.52,705.3,42.571
Slovakia,SVK,2021-06-23,526.42,346.73,718.85,38.714
Slovakia,SVK,2021-06-24,544.39,340.56,734.81,35.143
Slovakia,SVK,2021-06-25,551.39,291.37,787.95,34.571
Slovakia,SVK,2021-06-26,543.07,240.76,784.94,33.429
Slovakia,SVK,2021-06-27,521.1,227.58,760.97,32.286
Slovakia,SVK,2021-06-28,489.93,226.51,755.82,34.286
Slovakia,SVK,2021-06-29,455.91,224.55,741.5,32.0
Slovakia,SVK,2021-06-30,427.95,225.71,690.74,31.714
Slovakia,SVK,2021-07-01,411.16,255.66,584.58,29.0
Slovakia,SVK,2021-07-02,411.81,277.59,603.75,26.571
Slovakia,SVK,2021-07-03,430.54,278.07,614.8,23.571
Slovakia,SVK,2021-07-04,453.68,289.95,636.83,23.714
Slovakia,SVK,2021-07-05,472.25,294.77,642.45,22.0
Slovakia,SVK,2021-07-06,480.86,272.39,657.38,18.0
Slovakia,SVK,2021-07-07,474.95,251.38,668.33,19.714
Slovakia,SVK,2021-07-08,461.82,246.69,669.39,22.0
Slovakia,SVK,2021-07-09,445.21,242.95,657.79,25.143
Slovakia,SVK,2021-07-10,426.8,232.9,634.38,28.143
Slovakia,SVK,2021-07-11,415.23,239.61,597.54,28.714
Slovakia,SVK,2021-07-12,411.28,249.12,561.13,29.286
Slovakia,SVK,2021-07-13,413.85,254.93,550.37,31.143
Slovakia,SVK,2021-07-14,422.83,256.41,565.68,27.286
Slovakia,SVK,2021-07-15,431.34,254.1,585.37,26.714
Slovakia,SVK,2021-07-16,436.01,259.43,592.57,26.0
Slovakia,SVK,2021-07-17,436.83,262.71,590.15,25.429
Slovakia,SVK,2021-07-18,433.32,260.9,581.92,26.0
Slovakia,SVK,2021-07-19,428.82,257.53,571.85,25.571
Slovakia,SVK,2021-07-20,425.47,259.19,569.87,26.571
Slovakia,SVK,2021-07-21,422.62,259.29,573.07,30.571
Slovakia,SVK,2021-07-22,420.38,256.52,566.97,31.286
Slovakia,SVK,2021-07-23,416.4,249.12,562.33,32.143
Slovakia,SVK,2021-07-24,408.78,230.88,555.69,33.0
Slovakia,SVK,2021-07-25,399.76,217.66,551.58,35.429
Slovakia,SVK,2021-07-26,390.07,221.32,539.16,35.857
Slovakia,SVK,2021-07-27,379.57,226.33,527.36,38.143
Slovakia,SVK,2021-07-28,370.49,230.84,506.46,43.286
Slovakia,SVK,2021-07-29,364.29,234.83,485.96,45.429
Slovakia,SVK,2021-07-30,361.1,230.57,487.16,46.0
Slovakia,SVK,2021-07-31,360.72,230.94,486.14,49.286
Slovakia,SVK,2021-08-01,361.73,231.65,489.85,50.857
Slovakia,SVK,2021-08-02,380.5,239.91,514.25,50.714
Slovakia,SVK,2021-08-03,354.18,228.02,467.08,49.286
Slovakia,SVK,2021-08-04,350.2,228.59,463.28,51.0
Slovakia,SVK,2021-08-05,348.7,235.91,460.68,51.571
Slovakia,SVK,2021-08-06,350.78,249.43,465.72,54.571
Slovakia,SVK,2021-08-07,356.83,258.07,474.44,51.429
Slovakia,SVK,2021-08-08,368.93,261.19,508.47,48.0
Slovakia,SVK,2021-08-09,387.15,260.59,555.94,49.857
Slovakia,SVK,2021-08-10,408.75,260.2,598.25,58.429
Slovakia,SVK,2021-08-11,432.92,270.61,625.31,54.714
Slovakia,SVK,2021-08-12,457.58,287.43,652.59,57.714
Slovakia,SVK,2021-08-13,480.91,304.64,669.87,56.857
Slovakia,SVK,2021-08-14,505.05,327.99,685.84,64.0
Slovakia,SVK,2021-08-15,529.25,352.2,733.9,69.857
Slovakia,SVK,2021-08-16,553.32,365.05,780.13,68.143
Slovakia,SVK,2021-08-17,579.87,371.32,810.4,64.286
Slovakia,SVK,2021-08-18,606.89,378.92,838.33,70.571
Slovakia,SVK,2021-08-19,636.29,394.42,883.37,71.0
Slovakia,SVK,2021-08-20,674.53,416.33,948.84,74.571
Slovakia,SVK,2021-08-21,722.68,429.46,1082.93,74.571
Slovakia,SVK,2021-08-22,782.06,436.52,1209.88,79.0
Slovakia,SVK,2021-08-23,854.68,450.94,1364.99,79.571
Slovakia,SVK,2021-08-24,936.16,471.58,1462.42,84.857
Slovakia,SVK,2021-08-25,1017.38,501.65,1568.26,80.429
Slovakia,SVK,2021-08-26,1088.47,548.83,1639.38,92.429
Slovakia,SVK,2021-08-27,1144.75,603.64,1675.86,93.143
Slovakia,SVK,2021-08-28,1187.24,629.96,1703.26,97.143
Slovakia,SVK,2021-08-29,1223.04,659.02,1779.78,94.286
Slovakia,SVK,2021-08-30,1265.23,653.48,1927.8,99.714
Slovakia,SVK,2021-08-31,1322.48,651.34,2103.8,102.714
Slovakia,SVK,2021-09-01,1402.74,656.22,2282.35,119.571
Slovakia,SVK,2021-09-02,1509.09,649.59,2450.1,122.0
Slovakia,SVK,2021-09-03,1629.96,675.13,2606.02,142.429
Slovakia,SVK,2021-09-04,1751.89,736.62,2778.14,172.0
Slovakia,SVK,2021-09-05,1863.38,813.26,2874.09,191.143
Slovakia,SVK,2021-09-06,1957.01,842.99,2871.66,198.571
Slovakia,SVK,2021-09-07,2027.87,870.96,2932.47,223.429
Slovakia,SVK,2021-09-08,2069.24,883.72,3007.79,254.571
Slovakia,SVK,2021-09-09,2087.93,886.16,2983.63,297.429
Slovakia,SVK,2021-09-10,2095.3,886.07,2980.52,318.143
Slovakia,SVK,2021-09-11,2097.57,898.53,2990.09,345.286
Slovakia,SVK,2021-09-12,2110.76,925.06,3063.99,372.857
Slovakia,SVK,2021-09-13,2148.84,919.86,3157.26,366.143
Slovakia,SVK,2021-09-14,2213.05,917.06,3329.75,390.143
Slovakia,SVK,2021-09-15,2302.37,934.15,3502.17,439.143
Slovakia,SVK,2021-09-16,2408.02,964.69,3667.94,423.714
Slovakia,SVK,2021-09-17,2510.54,996.69,3785.29,498.714
Slovakia,SVK,2021-09-18,2591.97,987.88,3835.35,541.143
Slovakia,SVK,2021-09-19,2639.26,966.41,3821.6,588.286
Slovakia,SVK,2021-09-20,2641.52,938.72,3775.93,596.857
Slovakia,SVK,2021-09-21,2600.89,921.53,3711.52,654.857
Slovakia,SVK,2021-09-22,2533.32,912.6,3600.78,714.857
Slovakia,SVK,2021-09-23,2452.13,904.44,3472.62,797.571
Slovakia,SVK,2021-09-24,2374.28,902.41,3336.6,787.143
Slovakia,SVK,2021-09-25,2322.29,863.82,3376.57,819.0
Slovakia,SVK,2021-09-26,2309.37,827.95,3470.34,811.429
Slovakia,SVK,2021-09-27,2340.98,813.58,3625.34,812.429
Slovakia,SVK,2021-09-28,2413.89,821.1,3858.4,831.286
Slovakia,SVK,2021-09-29,2513.64,842.56,4052.15,871.143
Slovakia,SVK,2021-09-30,2628.26,875.56,4175.81,939.429
Slovakia,SVK,2021-10-01,2751.09,914.42,4292.53,994.714
Slovakia,SVK,2021-10-02,2876.43,951.96,4490.95,1031.0
Slovakia,SVK,2021-10-03,3002.99,984.29,4751.74,1072.143
Slovakia,SVK,2021-10-04,3135.71,1012.79,4975.88,1093.0
Slovakia,SVK,2021-10-05,3283.92,1045.8,5188.88,1125.857
Slovakia,SVK,2021-10-06,3450.44,1085.39,5484.58,1199.0
Slovakia,SVK,2021-10-07,3635.5,1128.16,5850.64,1202.429
Slovakia,SVK,2021-10-08,3845.13,1175.06,6274.13,1270.143
Slovakia,SVK,2021-10-09,4072.38,1223.13,6690.14,1341.571
Slovakia,SVK,2021-10-10,4306.89,1275.4,7020.25,1368.0
Slovakia,SVK,2021-10-11,4553.43,1338.34,7333.95,1387.286
Slovakia,SVK,2021-10-12,4807.29,1404.87,7673.61,1425.429
Slovakia,SVK,2021-10-13,5061.82,1469.1,8028.43,1487.571
Slovakia,SVK,2021-10-14,5320.84,1528.37,8469.1,1547.571
Slovakia,SVK,2021-10-15,5568.0,1577.59,8878.19,1584.857
Slovakia,SVK,2021-10-16,5784.11,1619.85,9111.5,1606.0
Slovakia,SVK,2021-10-17,5971.75,1666.45,9296.92,1687.857
Slovakia,SVK,2021-10-18,6138.81,1714.21,9529.68,1709.429
Slovakia,SVK,2021-10-19,6289.99,1756.02,9695.91,1750.571
Slovakia,SVK,2021-10-20,6427.13,1792.88,9863.18,1904.0
Slovakia,SVK,2021-10-21,6558.1,1823.29,10073.22,2078.286
Slovakia,SVK,2021-10-22,6688.42,1846.84,10284.28,2295.286
Slovakia,SVK,2021-10-23,6822.95,1867.72,10525.04,2511.714
Slovakia,SVK,2021-10-24,6973.16,1886.48,10874.49,2722.0
Slovakia,SVK,2021-10-25,7134.16,1902.28,11146.77,2784.857
Slovakia,SVK,2021-10-26,7295.59,1925.22,11499.08,2935.286
Slovakia,SVK,2021-10-27,7458.06,1956.78,11679.07,3116.143
Slovakia,SVK,2021-10-28,7617.49,1995.0,11921.54,3386.143
Slovakia,SVK,2021-10-29,7767.05,2039.33,12165.6,3545.714
Slovakia,SVK,2021-10-30,7911.91,2080.89,12365.38,3786.571
Slovakia,SVK,2021-10-31,8074.52,2119.76,12625.57,3905.0
Slovakia,SVK,2021-11-01,8262.87,2158.62,12940.94,4028.286
Slovakia,SVK,2021-11-02,8465.22,2198.11,13344.86,3947.857
Slovakia,SVK,2021-11-03,8693.58,2253.76,13717.42,4035.714
Slovakia,SVK,2021-11-04,8951.37,2327.8,13964.83,4283.143
Slovakia,SVK,2021-11-05,9215.6,2411.72,14295.89,4600.0
Slovakia,SVK,2021-11-06,9470.08,2501.37,14665.24,4794.286
Slovakia,SVK,2021-11-07,9695.16,2578.88,14913.2,4980.286
Slovakia,SVK,2021-11-08,9880.89,2651.41,15193.69,5145.857
Slovakia,SVK,2021-11-09,10034.34,2727.59,15488.34,5527.429
Slovakia,SVK,2021-11-10,10142.3,2793.92,15707.85,5769.429
Slovakia,SVK,2021-11-11,10187.78,2840.19,15719.24,5745.571
Slovakia,SVK,2021-11-12,10187.88,2857.8,15656.97,5751.0
Slovakia,SVK,2021-11-13,10162.02,2852.64,15506.51,5857.0
Slovakia,SVK,2021-11-14,10121.58,2840.72,15534.2,5923.571
Slovakia,SVK,2021-11-15,10107.43,2839.72,15446.08,5970.714
Slovakia,SVK,2021-11-16,10161.49,2856.74,15284.86,6179.714
Slovakia,SVK,2021-11-17,10286.26,2890.57,15445.97,6363.571
Slovakia,SVK,2021-11-18,10458.94,2955.86,15766.67,6516.429
Slovakia,SVK,2021-11-19,10631.23,3048.29,16011.06,6598.571
Slovakia,SVK,2021-11-20,10753.91,3151.91,16336.82,6873.857
Slovakia,SVK,2021-11-21,10785.91,3253.39,16538.12,7148.571
Slovakia,SVK,2021-11-22,10680.62,3313.33,16631.99,7319.857
Slovakia,SVK,2021-11-23,10424.59,3320.74,16240.88,7365.286
Slovakia,SVK,2021-11-24,10041.34,3271.14,15990.91,7647.143
Slovakia,SVK,2021-11-25,9573.55,3160.45,15325.78,8011.286
Slovakia,SVK,2021-11-26,9079.59,3023.12,14329.15,8284.571
Slovakia,SVK,2021-11-27,8613.83,2886.79,13276.68,8281.857
Slovakia,SVK,2021-11-28,8209.07,2771.64,12438.05,8260.143
Slovakia,SVK,2021-11-29,7870.38,2686.74,11877.72,8333.0
Slovakia,SVK,2021-11-30,7590.5,2626.9,11451.89,8380.143
Slovakia,SVK,2021-12-01,7349.1,2586.7,11050.35,8268.571
Slovakia,SVK,2021-12-02,7115.3,2553.88,10746.18,7938.286
Slovakia,SVK,2021-12-03,6884.88,2522.39,10474.41,8787.857
Slovakia,SVK,2021-12-04,6656.66,2481.78,10111.91,8817.429
Slovakia,SVK,2021-12-05,6421.06,2418.43,9663.74,8787.714
Slovakia,SVK,2021-12-06,6183.54,2352.0,9208.57,8497.143
Slovakia,SVK,2021-12-07,5957.03,2303.38,8875.53,8494.286
Slovakia,SVK,2021-12-08,5749.2,2247.63,8561.8,8478.714
Slovakia,SVK,2021-12-09,5548.51,2180.7,8179.19,8574.429
Slovakia,SVK,2021-12-10,5361.12,2151.19,7878.0,7337.571
Slovakia,SVK,2021-12-11,5220.17,2146.21,7757.29,6833.714
Slovakia,SVK,2021-12-12,5135.32,2157.48,7707.99,6483.143
Slovakia,SVK,2021-12-13,5114.13,2189.83,7476.78,6390.286
Slovakia,SVK,2021-12-14,5152.98,2228.32,7393.81,6063.571
Slovakia,SVK,2021-12-15,5235.76,2270.49,7531.15,5686.143
Slovakia,SVK,2021-12-16,6576.55,2967.49,10234.02,5239.143
Slovakia,SVK,2021-12-17,7155.06,3355.23,11703.89,4935.857
Slovakia,SVK,2021-12-18,7867.55,3734.13,13490.95,4677.143
Slovakia,SVK,2021-12-19,8751.44,4304.81,15184.27,4465.429
Slovakia,SVK,2021-12-20,9786.84,4862.83,17107.29,4301.714
Slovakia,SVK,2021-12-21,10898.35,5181.34,19522.72,4147.571
Slovakia,SVK,2021-12-22,12048.65,5646.12,22695.24,3904.286
Slovakia,SVK,2021-12-23,13192.41,6059.73,26720.02,3618.143
Slovakia,SVK,2021-12-24,14245.68,6356.26,30132.46,3644.143
Slovakia,SVK,2021-12-25,15114.65,6455.86,31818.45,3223.143
Slovakia,SVK,2021-12-26,15719.23,6524.19,32878.15,2787.714
Slovakia,SVK,2021-12-27,16028.69,6496.78,33604.47,2787.286
Slovakia,SVK,2021-12-28,16071.86,6318.29,33600.46,2867.286
Slovakia,SVK,2021-12-29,15899.12,6045.87,32974.09,2778.0
Slovakia,SVK,2021-12-30,15552.77,5916.56,32247.15,2749.286
Slovakia,SVK,2021-12-31,15138.75,5848.23,31740.72,2508.714
Slovakia,SVK,2022-01-01,14786.04,5894.58,30719.4,2735.286
Slovakia,SVK,2022-01-02,14564.77,6042.62,29663.89,2711.429
Slovakia,SVK,2022-01-03,14611.07,6023.63,29825.41,2726.714
Slovakia,SVK,2022-01-04,15013.07,6151.67,31402.17,2631.857
Slovakia,SVK,2022-01-05,15686.13,6470.37,33374.11,2552.571
Slovakia,SVK,2022-01-06,16644.06,6615.34,35323.59,2563.857
Slovakia,SVK,2022-01-07,17887.48,7057.1,37541.77,2295.429
Slovakia,SVK,2022-01-08,19317.91,7623.97,40294.11,2348.429
Slovakia,SVK,2022-01-09,21030.19,8277.92,43889.48,2621.857
Slovakia,SVK,2022-01-10,23079.96,9026.21,47837.69,2554.286
Slovakia,SVK,2022-01-11,25362.02,10005.8,51494.23,2413.714
Slovakia,SVK,2022-01-12,27913.7,11235.32,55036.85,2321.0
Slovakia,SVK,2022-01-13,30709.63,12624.75,58700.99,2260.857
Slovakia,SVK,2022-01-14,33553.31,14120.23,61872.96,2371.143
Slovakia,SVK,2022-01-15,36406.32,15683.41,64388.24,2230.857
Slovakia,SVK,2022-01-16,39298.17,17275.44,66673.41,2384.857
Slovakia,SVK,2022-01-17,42155.99,18949.47,72402.16,2407.714
Slovakia,SVK,2022-01-18,44931.36,20819.47,77966.8,2598.857
Slovakia,SVK,2022-01-19,47711.59,22585.56,79399.28,3017.714
