Entity,Code,Day,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Switzerland,CHE,2020-12-25,10911.17,6471.67,,,3818.0
Switzerland,CHE,2020-12-26,10329.36,6310.31,,,3443.571
Switzerland,CHE,2020-12-27,9778.43,6094.88,,,3397.857
Switzerland,CHE,2020-12-28,9256.15,5835.45,,,3420.857
Switzerland,CHE,2020-12-29,8760.83,5563.22,,,3336.857
Switzerland,CHE,2020-12-30,8291.11,5295.2,,,3316.429
Switzerland,CHE,2020-12-31,7845.76,5050.06,,,3278.429
Switzerland,CHE,2021-01-01,7440.75,4835.03,,,3279.429
Switzerland,CHE,2021-01-02,7074.78,4639.59,,,3274.143
Switzerland,CHE,2021-01-03,6732.14,4464.68,,,3327.0
Switzerland,CHE,2021-01-04,6406.28,4308.73,,,3342.571
Switzerland,CHE,2021-01-05,6094.88,4165.54,,,3378.571
Switzerland,CHE,2021-01-06,5797.24,4036.52,,,3337.857
Switzerland,CHE,2021-01-07,5513.12,3912.86,,,3215.714
Switzerland,CHE,2021-01-08,5242.31,3786.94,,,3233.143
Switzerland,CHE,2021-01-09,4984.48,3663.45,,,3429.0
Switzerland,CHE,2021-01-10,4739.21,3541.14,,,3280.286
Switzerland,CHE,2021-01-11,4505.99,3419.34,,,3147.571
Switzerland,CHE,2021-01-12,4284.3,3303.73,,,2887.571
Switzerland,CHE,2021-01-13,4073.6,3198.73,,,2663.714
Switzerland,CHE,2021-01-14,3873.36,3113.16,,,2540.429
Switzerland,CHE,2021-01-15,3608.01,3049.04,,,2406.429
Switzerland,CHE,2021-01-16,3277.83,3166.37,,,2278.286
Switzerland,CHE,2021-01-17,2947.4,2924.46,,,2228.429
Switzerland,CHE,2021-01-18,2642.35,2867.84,,,2171.0
Switzerland,CHE,2021-01-19,2369.69,2806.68,,,2096.143
Switzerland,CHE,2021-01-20,2128.55,2734.83,,,2056.571
Switzerland,CHE,2021-01-21,1915.41,2662.85,,,2026.143
Switzerland,CHE,2021-01-22,1726.37,2595.62,,,2000.143
Switzerland,CHE,2021-01-23,1557.98,2528.84,,,1983.429
Switzerland,CHE,2021-01-24,1407.41,2457.75,,,1949.714
Switzerland,CHE,2021-01-25,1272.36,2380.17,,,1926.429
Switzerland,CHE,2021-01-26,1150.97,2296.52,,,1862.0
Switzerland,CHE,2021-01-27,1041.7,2211.34,,,1791.143
Switzerland,CHE,2021-01-28,943.24,2132.47,,,1733.571
Switzerland,CHE,2021-01-29,854.47,2061.8,,,1694.143
Switzerland,CHE,2021-01-30,774.37,1993.72,,,1655.0
Switzerland,CHE,2021-01-31,702.08,1930.11,,,1643.429
Switzerland,CHE,2021-02-01,636.8,1879.74,,,1645.143
Switzerland,CHE,2021-02-02,577.83,1844.47,,,1598.429
Switzerland,CHE,2021-02-03,524.54,1823.66,,,1571.857
Switzerland,CHE,2021-02-04,476.35,1815.84,,,1551.571
Switzerland,CHE,2021-02-05,432.77,1815.03,,,1503.0
Switzerland,CHE,2021-02-06,393.34,1818.03,,,1465.714
Switzerland,CHE,2021-02-07,357.64,1823.18,,,1446.714
Switzerland,CHE,2021-02-08,325.32,1826.29,,,1436.714
Switzerland,CHE,2021-02-09,296.05,1828.85,,,1377.571
Switzerland,CHE,2021-02-10,269.54,1833.79,,,1334.429
Switzerland,CHE,2021-02-11,245.52,1838.34,,,1266.714
Switzerland,CHE,2021-02-12,223.75,1844.21,,,1228.0
Switzerland,CHE,2021-02-13,204.01,1855.39,,,1174.286
Switzerland,CHE,2021-02-14,186.1,1870.85,,,1150.286
Switzerland,CHE,2021-02-15,169.85,1887.73,,,1123.429
Switzerland,CHE,2021-02-16,155.09,1901.63,,,1059.714
Switzerland,CHE,2021-02-17,141.68,1913.61,,,1029.286
Switzerland,CHE,2021-02-18,129.49,1927.33,,,1023.0
Switzerland,CHE,2021-02-19,118.41,1939.2,,,1000.0
Switzerland,CHE,2021-02-20,108.33,1949.41,,,994.857
Switzerland,CHE,2021-02-21,99.15,1959.54,,,990.857
Switzerland,CHE,2021-02-22,90.8,1967.57,,,997.0
Switzerland,CHE,2021-02-23,83.18,1979.51,,,1011.571
Switzerland,CHE,2021-02-24,76.24,1997.08,,,1028.714
Switzerland,CHE,2021-02-25,69.91,2016.65,,,1009.0
Switzerland,CHE,2021-02-26,64.14,2043.31,,,1024.714
Switzerland,CHE,2021-02-27,58.87,2080.15,,,1022.714
Switzerland,CHE,2021-02-28,54.06,2123.68,,,1027.286
Switzerland,CHE,2021-03-01,49.66,2172.86,,,1030.0
Switzerland,CHE,2021-03-02,45.64,2229.44,,,1031.714
Switzerland,CHE,2021-03-03,41.96,2290.19,,,1027.857
Switzerland,CHE,2021-03-04,38.6,2348.7,,,1051.143
Switzerland,CHE,2021-03-05,35.52,2400.88,,,1043.429
Switzerland,CHE,2021-03-06,32.7,2444.91,,,1071.857
Switzerland,CHE,2021-03-07,30.12,2483.13,,,1078.0
Switzerland,CHE,2021-03-08,27.75,2519.72,,,1083.0
Switzerland,CHE,2021-03-09,25.58,2558.1,,,1123.429
Switzerland,CHE,2021-03-10,23.58,2600.26,,,1146.0
Switzerland,CHE,2021-03-11,21.75,2641.13,,,1166.714
Switzerland,CHE,2021-03-12,20.08,2676.31,,,1206.0
Switzerland,CHE,2021-03-13,18.53,2709.03,,,1215.0
Switzerland,CHE,2021-03-14,17.11,2740.24,,,1237.429
Switzerland,CHE,2021-03-15,15.81,2765.87,,,1254.714
Switzerland,CHE,2021-03-16,14.61,2779.37,,,1286.286
Switzerland,CHE,2021-03-17,13.51,2775.51,,,1324.286
Switzerland,CHE,2021-03-18,12.49,2765.39,,,1387.143
Switzerland,CHE,2021-03-19,11.56,2755.57,,,1431.0
Switzerland,CHE,2021-03-20,10.7,2733.34,,,1460.0
Switzerland,CHE,2021-03-21,9.9,2715.27,,,1487.0
Switzerland,CHE,2021-03-22,9.17,2723.93,,,1499.143
Switzerland,CHE,2021-03-23,8.49,2753.31,,,1547.714
Switzerland,CHE,2021-03-24,7.87,2809.75,,,1596.286
Switzerland,CHE,2021-03-25,7.3,2886.55,,,1611.429
Switzerland,CHE,2021-03-26,8.59,2963.32,,,1682.143
Switzerland,CHE,2021-03-27,11.84,3046.78,,,1747.0
Switzerland,CHE,2021-03-28,15.92,3118.57,,,1760.571
Switzerland,CHE,2021-03-29,20.81,3153.38,,,1790.0
Switzerland,CHE,2021-03-30,26.91,3170.51,,,1828.429
Switzerland,CHE,2021-03-31,34.8,3174.56,,,1842.571
Switzerland,CHE,2021-04-01,45.19,3155.21,,,1871.286
Switzerland,CHE,2021-04-02,58.96,3127.53,,,1848.857
Switzerland,CHE,2021-04-03,77.31,3105.13,,,1735.429
Switzerland,CHE,2021-04-04,101.87,3091.85,,,1751.143
Switzerland,CHE,2021-04-05,134.86,3085.79,,,1755.143
Switzerland,CHE,2021-04-06,179.36,3078.02,,,1577.714
Switzerland,CHE,2021-04-07,239.59,3069.68,,,1663.0
Switzerland,CHE,2021-04-08,321.4,3066.29,,,1699.429
Switzerland,CHE,2021-04-09,393.12,3064.43,,,1771.571
Switzerland,CHE,2021-04-10,444.22,3056.29,,,1944.571
Switzerland,CHE,2021-04-11,497.01,3036.03,,,1996.714
Switzerland,CHE,2021-04-12,560.15,2999.91,,,2019.429
Switzerland,CHE,2021-04-13,636.58,2948.35,,,2226.857
Switzerland,CHE,2021-04-14,727.68,2886.95,,,2181.857
Switzerland,CHE,2021-04-15,835.05,2821.11,,,2157.143
Switzerland,CHE,2021-04-16,961.02,2751.15,,,2108.143
Switzerland,CHE,2021-04-17,1108.76,2677.25,,,2066.0
Switzerland,CHE,2021-04-18,1282.36,2601.93,,,2030.0
Switzerland,CHE,2021-04-19,1486.84,2526.89,,,2011.0
Switzerland,CHE,2021-04-20,1728.33,2456.34,,,2011.286
Switzerland,CHE,2021-04-21,2014.26,2394.5,,,2013.571
Switzerland,CHE,2021-04-22,2353.68,2344.99,,,2027.143
Switzerland,CHE,2021-04-23,2503.82,2310.72,,,2044.0
Switzerland,CHE,2021-04-24,2404.5,2279.6,,,2050.286
Switzerland,CHE,2021-04-25,2223.92,2239.59,,,2053.857
Switzerland,CHE,2021-04-26,2034.66,2187.51,,,2073.857
Switzerland,CHE,2021-04-27,1862.21,2116.16,,,2030.571
Switzerland,CHE,2021-04-28,1711.6,2031.18,,,1980.143
Switzerland,CHE,2021-04-29,1580.53,1945.52,,,1937.286
Switzerland,CHE,2021-04-30,1465.06,1862.45,,,1858.143
Switzerland,CHE,2021-05-01,1361.74,1790.64,,,1788.429
Switzerland,CHE,2021-05-02,1268.03,1740.04,,,1746.143
Switzerland,CHE,2021-05-03,1182.2,1709.18,,,1695.286
Switzerland,CHE,2021-05-04,1103.11,1699.19,,,1634.714
Switzerland,CHE,2021-05-05,1029.99,1706.19,,,1591.429
Switzerland,CHE,2021-05-06,962.25,1717.57,,,1539.857
Switzerland,CHE,2021-05-07,958.17,1720.86,,,1507.429
Switzerland,CHE,2021-05-08,1016.8,1699.33,,,1492.571
Switzerland,CHE,2021-05-09,1090.07,1649.21,,,1478.571
Switzerland,CHE,2021-05-10,1161.84,1582.17,,,1471.0
Switzerland,CHE,2021-05-11,1229.44,1506.99,,,1428.429
Switzerland,CHE,2021-05-12,1294.53,1436.1,,,1378.143
Switzerland,CHE,2021-05-13,1359.27,1377.36,,,1348.571
Switzerland,CHE,2021-05-14,1425.27,1329.55,,,1232.571
Switzerland,CHE,2021-05-15,1493.46,1292.34,,,1174.857
Switzerland,CHE,2021-05-16,1564.32,1256.64,,,1137.857
Switzerland,CHE,2021-05-17,1638.09,1210.19,,,1119.857
Switzerland,CHE,2021-05-18,1714.88,1157.74,,,1113.0
Switzerland,CHE,2021-05-19,1794.78,1105.17,,,1107.429
Switzerland,CHE,2021-05-20,1877.85,1051.86,,,1074.714
Switzerland,CHE,2021-05-21,1933.16,1002.58,,,1127.286
Switzerland,CHE,2021-05-22,1956.91,958.18,,,1100.857
Switzerland,CHE,2021-05-23,1971.89,914.0,,,1075.286
Switzerland,CHE,2021-05-24,1986.68,870.46,,,1049.143
Switzerland,CHE,2021-05-25,2003.39,825.81,,,893.429
Switzerland,CHE,2021-05-26,2022.09,778.33,,,865.429
Switzerland,CHE,2021-05-27,2042.78,730.93,,,824.143
Switzerland,CHE,2021-05-28,2065.2,686.4,,,796.857
Switzerland,CHE,2021-05-29,2089.02,643.42,,,763.571
Switzerland,CHE,2021-05-30,2114.0,603.28,,,746.0
Switzerland,CHE,2021-05-31,2140.01,566.47,,,729.857
Switzerland,CHE,2021-06-01,2167.01,530.26,,,768.857
Switzerland,CHE,2021-06-02,2195.0,517.62,,,698.0
Switzerland,CHE,2021-06-03,2224.05,457.37,,,644.857
Switzerland,CHE,2021-06-04,2159.67,424.91,,,590.429
Switzerland,CHE,2021-06-05,1994.96,393.76,,,553.286
Switzerland,CHE,2021-06-06,1806.54,364.61,,,526.571
Switzerland,CHE,2021-06-07,1626.39,338.46,,,502.286
Switzerland,CHE,2021-06-08,1464.84,314.27,,,463.714
Switzerland,CHE,2021-06-09,1322.94,293.69,,,430.143
Switzerland,CHE,2021-06-10,1198.46,278.22,,,405.0
Switzerland,CHE,2021-06-11,1088.58,267.69,,,381.571
Switzerland,CHE,2021-06-12,990.8,261.1,,,356.857
Switzerland,CHE,2021-06-13,903.17,255.38,,,339.857
Switzerland,CHE,2021-06-14,824.2,250.74,,,330.429
Switzerland,CHE,2021-06-15,752.79,249.12,,,293.857
Switzerland,CHE,2021-06-16,688.01,249.06,,,267.571
Switzerland,CHE,2021-06-17,629.16,250.57,,,241.286
Switzerland,CHE,2021-06-18,575.62,255.42,,,220.143
Switzerland,CHE,2021-06-19,526.88,263.62,,,196.0
Switzerland,CHE,2021-06-20,482.49,276.55,,,183.0
Switzerland,CHE,2021-06-21,442.03,295.06,,,176.857
Switzerland,CHE,2021-06-22,405.15,318.16,,,153.571
Switzerland,CHE,2021-06-23,371.51,345.67,,,137.714
Switzerland,CHE,2021-06-24,340.79,374.58,,,128.571
Switzerland,CHE,2021-06-25,312.71,403.7,,,122.429
Switzerland,CHE,2021-06-26,287.03,436.45,,,115.143
Switzerland,CHE,2021-06-27,263.53,472.78,,,109.0
Switzerland,CHE,2021-06-28,242.02,512.26,,,106.286
Switzerland,CHE,2021-06-29,222.33,557.74,,,104.143
Switzerland,CHE,2021-06-30,204.3,609.5,,,103.143
Switzerland,CHE,2021-07-01,187.78,663.15,,,107.714
Switzerland,CHE,2021-07-02,172.63,714.06,,,115.714
Switzerland,CHE,2021-07-03,158.73,758.71,,,125.286
Switzerland,CHE,2021-07-04,145.97,798.37,,,135.143
Switzerland,CHE,2021-07-05,134.25,835.27,,,146.571
Switzerland,CHE,2021-07-06,123.49,868.74,,,169.429
Switzerland,CHE,2021-07-07,113.61,899.7,,,194.286
Switzerland,CHE,2021-07-08,104.53,927.11,,,217.286
Switzerland,CHE,2021-07-09,96.2,950.83,,,238.286
Switzerland,CHE,2021-07-10,88.54,973.37,,,261.429
Switzerland,CHE,2021-07-11,81.51,996.14,,,279.429
Switzerland,CHE,2021-07-12,75.06,1017.4,,,292.429
Switzerland,CHE,2021-07-13,69.13,1039.85,,,329.714
Switzerland,CHE,2021-07-14,63.69,1069.17,,,362.714
Switzerland,CHE,2021-07-15,58.68,1104.4,,,401.286
Switzerland,CHE,2021-07-16,68.83,1146.46,,,445.143
Switzerland,CHE,2021-07-17,94.67,1198.33,,,490.571
Switzerland,CHE,2021-07-18,126.66,1257.94,,,519.0
Switzerland,CHE,2021-07-19,164.07,1323.29,,,542.571
Switzerland,CHE,2021-07-20,209.4,1395.81,,,583.429
Switzerland,CHE,2021-07-21,266.12,1475.11,,,614.429
Switzerland,CHE,2021-07-22,338.18,1562.67,,,655.0
Switzerland,CHE,2021-07-23,430.23,1665.79,,,669.429
Switzerland,CHE,2021-07-24,547.99,1793.14,,,683.429
Switzerland,CHE,2021-07-25,698.71,1950.2,,,695.429
Switzerland,CHE,2021-07-26,891.46,2131.2,,,707.571
Switzerland,CHE,2021-07-27,1137.86,2336.6,,,721.0
Switzerland,CHE,2021-07-28,1452.9,2570.81,,,721.429
Switzerland,CHE,2021-07-29,1855.77,2817.75,,,708.714
Switzerland,CHE,2021-07-30,2186.64,3067.27,,,717.0
Switzerland,CHE,2021-07-31,2397.43,3326.51,,,725.571
Switzerland,CHE,2021-08-01,2595.15,3587.36,,,742.429
Switzerland,CHE,2021-08-02,2819.1,3833.4,,,750.286
Switzerland,CHE,2021-08-03,3078.9,4055.84,,,790.714
Switzerland,CHE,2021-08-04,3374.49,4246.48,,,826.429
Switzerland,CHE,2021-08-05,3704.54,4384.85,,,867.143
Switzerland,CHE,2021-08-06,4068.92,4475.14,,,915.429
Switzerland,CHE,2021-08-07,4468.93,4535.89,,,965.429
Switzerland,CHE,2021-08-08,4906.87,4574.84,,,1021.143
Switzerland,CHE,2021-08-09,5385.6,4588.89,,,1088.857
Switzerland,CHE,2021-08-10,5908.31,4590.21,,,1244.0
Switzerland,CHE,2021-08-11,6478.33,4587.58,,,1392.571
Switzerland,CHE,2021-08-12,7099.08,4569.92,,,1537.571
Switzerland,CHE,2021-08-13,7465.55,4531.99,,,1687.143
Switzerland,CHE,2021-08-14,7524.67,4477.12,,,1837.857
Switzerland,CHE,2021-08-15,7493.04,4418.93,,,1928.286
Switzerland,CHE,2021-08-16,7454.43,4365.74,,,2020.0
Switzerland,CHE,2021-08-17,7431.62,4320.37,,,2253.0
Switzerland,CHE,2021-08-18,7424.4,4289.6,,,2368.429
Switzerland,CHE,2021-08-19,7426.66,4271.29,,,2457.714
Switzerland,CHE,2021-08-20,7432.72,4256.17,,,2507.0
Switzerland,CHE,2021-08-21,7438.83,4242.03,,,2557.286
Switzerland,CHE,2021-08-22,7442.93,4229.74,,,2567.143
Switzerland,CHE,2021-08-23,7444.09,4208.71,,,2564.571
Switzerland,CHE,2021-08-24,7441.97,4171.14,,,2550.286
Switzerland,CHE,2021-08-25,7436.54,4126.1,,,2561.429
Switzerland,CHE,2021-08-26,7427.85,4080.59,,,2569.286
Switzerland,CHE,2021-08-27,7299.48,4029.25,,,2595.286
Switzerland,CHE,2021-08-28,7044.83,3958.46,,,2600.429
Switzerland,CHE,2021-08-29,6757.51,3868.34,,,2590.286
Switzerland,CHE,2021-08-30,6474.63,3759.65,,,2554.857
Switzerland,CHE,2021-08-31,6207.06,3629.87,,,2513.571
Switzerland,CHE,2021-09-01,5955.35,3494.39,,,2521.857
Switzerland,CHE,2021-09-02,5717.06,3362.29,,,2547.143
Switzerland,CHE,2021-09-03,5489.65,3234.17,,,2598.143
Switzerland,CHE,2021-09-04,5271.26,3103.22,,,2666.571
Switzerland,CHE,2021-09-05,5060.73,2973.47,,,2678.429
Switzerland,CHE,2021-09-06,4857.41,2850.86,,,2680.429
Switzerland,CHE,2021-09-07,4660.93,2724.97,,,2742.286
Switzerland,CHE,2021-09-08,4471.08,2604.42,,,2752.286
Switzerland,CHE,2021-09-09,4287.76,2503.93,,,2769.143
Switzerland,CHE,2021-09-10,4019.66,2424.75,,,2728.857
Switzerland,CHE,2021-09-11,3666.75,2363.82,,,2664.143
Switzerland,CHE,2021-09-12,3307.51,2313.21,,,2634.286
Switzerland,CHE,2021-09-13,2973.47,2258.93,,,2592.429
Switzerland,CHE,2021-09-14,2673.68,2197.09,,,2416.571
Switzerland,CHE,2021-09-15,2407.67,2131.15,,,2309.714
Switzerland,CHE,2021-09-16,2171.76,2060.38,,,2192.857
Switzerland,CHE,2021-09-17,1961.79,1990.78,,,2082.714
Switzerland,CHE,2021-09-18,1774.06,1923.28,,,1949.714
Switzerland,CHE,2021-09-19,1605.56,1860.46,,,1874.857
Switzerland,CHE,2021-09-20,1453.88,1807.27,,,1817.143
Switzerland,CHE,2021-09-21,1317.07,1763.59,,,1690.857
Switzerland,CHE,2021-09-22,1193.52,1731.33,,,1606.143
Switzerland,CHE,2021-09-23,1081.85,1714.02,,,1504.571
Switzerland,CHE,2021-09-24,1081.08,1708.07,,,1416.0
Switzerland,CHE,2021-09-25,1186.37,1703.04,,,1366.286
Switzerland,CHE,2021-09-26,1314.96,1702.16,,,1346.143
Switzerland,CHE,2021-09-27,1440.96,1704.82,,,1332.571
Switzerland,CHE,2021-09-28,1561.69,1703.95,,,1301.286
Switzerland,CHE,2021-09-29,1681.26,1708.69,,,1230.571
Switzerland,CHE,2021-09-30,1804.21,1718.94,,,1181.429
Switzerland,CHE,2021-10-01,1933.81,1729.26,,,1155.143
Switzerland,CHE,2021-10-02,2072.1,1744.7,,,1125.857
Switzerland,CHE,2021-10-03,2220.37,1765.32,,,1111.571
Switzerland,CHE,2021-10-04,2379.52,1791.58,,,1092.429
Switzerland,CHE,2021-10-05,2550.29,1826.02,,,1037.857
Switzerland,CHE,2021-10-06,2733.43,1862.8,,,1013.0
Switzerland,CHE,2021-10-07,2929.73,1902.28,,,987.571
Switzerland,CHE,2021-10-08,3063.71,1950.97,,,961.286
Switzerland,CHE,2021-10-09,3123.89,2011.82,,,930.143
Switzerland,CHE,2021-10-10,3164.7,2088.61,,,909.0
Switzerland,CHE,2021-10-11,3206.6,2177.53,,,910.143
Switzerland,CHE,2021-10-12,3254.67,2273.84,,,894.857
Switzerland,CHE,2021-10-13,3308.4,2376.97,,,884.857
Switzerland,CHE,2021-10-14,3366.02,2478.86,,,878.286
Switzerland,CHE,2021-10-15,3425.96,2576.89,,,870.714
Switzerland,CHE,2021-10-16,3487.24,2680.28,,,880.0
Switzerland,CHE,2021-10-17,3549.31,2800.57,,,888.857
Switzerland,CHE,2021-10-18,3611.93,2939.18,,,917.286
Switzerland,CHE,2021-10-19,3674.97,3093.18,,,974.286
Switzerland,CHE,2021-10-20,3738.4,3263.69,,,1020.714
Switzerland,CHE,2021-10-21,3802.18,3439.73,,,1087.429
Switzerland,CHE,2021-10-22,3934.73,3609.54,,,1146.857
Switzerland,CHE,2021-10-23,4142.46,3780.28,,,1199.286
Switzerland,CHE,2021-10-24,4374.61,3958.66,,,1235.571
Switzerland,CHE,2021-10-25,4613.52,4144.52,,,1242.286
Switzerland,CHE,2021-10-26,4855.9,4351.4,,,1307.0
Switzerland,CHE,2021-10-27,5103.23,4578.31,,,1365.571
Switzerland,CHE,2021-10-28,5357.71,4801.26,,,1419.429
Switzerland,CHE,2021-10-29,5621.06,5023.85,,,1480.857
Switzerland,CHE,2021-10-30,5894.3,5273.13,,,1554.0
Switzerland,CHE,2021-10-31,6177.98,5558.67,,,1597.571
Switzerland,CHE,2021-11-01,6472.36,5874.58,,,1648.143
Switzerland,CHE,2021-11-02,6777.52,6225.19,,,1693.714
Switzerland,CHE,2021-11-03,7093.5,6599.24,,,1876.857
Switzerland,CHE,2021-11-04,7420.24,6961.4,,,2023.857
Switzerland,CHE,2021-11-05,7744.84,7299.75,,,2172.286
Switzerland,CHE,2021-11-06,8065.51,7626.12,,,2299.571
Switzerland,CHE,2021-11-07,8391.21,7947.72,,,2395.571
Switzerland,CHE,2021-11-08,8724.77,8255.96,,,2460.714
Switzerland,CHE,2021-11-09,9066.04,8549.65,,,2726.571
Switzerland,CHE,2021-11-10,9413.93,8833.01,,,2834.714
Switzerland,CHE,2021-11-11,9767.24,9084.71,,,2996.571
Switzerland,CHE,2021-11-12,10124.91,9300.84,,,3155.143
Switzerland,CHE,2021-11-13,10485.99,9516.46,,,3353.571
Switzerland,CHE,2021-11-14,10849.55,9746.41,,,3464.714
Switzerland,CHE,2021-11-15,11214.7,9982.26,,,3554.429
Switzerland,CHE,2021-11-16,11580.49,10236.67,,,3830.0
Switzerland,CHE,2021-11-17,11945.94,10498.4,,,4099.714
Switzerland,CHE,2021-11-18,12310.02,10729.15,,,4415.714
Switzerland,CHE,2021-11-19,12558.88,10915.1,,,4716.0
Switzerland,CHE,2021-11-20,12685.98,11053.81,,,5008.857
Switzerland,CHE,2021-11-21,12786.86,11151.3,,,5212.857
Switzerland,CHE,2021-11-22,12898.2,11198.29,,,5389.714
Switzerland,CHE,2021-11-23,13028.9,11197.66,,,5822.714
Switzerland,CHE,2021-11-24,13177.83,11178.52,,,6162.286
Switzerland,CHE,2021-11-25,13341.68,12855.89,,,6489.143
Switzerland,CHE,2021-11-26,13517.69,12690.64,,,6765.286
Switzerland,CHE,2021-11-27,13704.22,12819.43,,,7018.571
Switzerland,CHE,2021-11-28,13900.51,12956.92,,,7179.286
Switzerland,CHE,2021-11-29,14106.36,13094.41,,,7299.143
Switzerland,CHE,2021-11-30,14321.79,13226.06,,,7632.857
Switzerland,CHE,2021-12-01,14547.02,13345.77,,,7918.0
Switzerland,CHE,2021-12-02,14782.24,13493.77,,,8196.0
Switzerland,CHE,2021-12-03,14709.39,13689.47,,,8505.429
Switzerland,CHE,2021-12-04,14302.09,13925.96,,,8767.429
Switzerland,CHE,2021-12-05,13810.08,14251.02,,,8909.571
Switzerland,CHE,2021-12-06,13331.54,14679.47,,,9009.0
Switzerland,CHE,2021-12-07,12894.18,15182.18,,,9175.0
Switzerland,CHE,2021-12-08,12498.14,15749.79,,,9323.0
Switzerland,CHE,2021-12-09,12135.85,16387.3,,,9256.714
Switzerland,CHE,2021-12-10,11799.66,17144.75,,,9294.857
Switzerland,CHE,2021-12-11,11483.98,18064.11,,,9288.429
Switzerland,CHE,2021-12-12,11185.2,19186.42,,,9264.429
Switzerland,CHE,2021-12-13,10901.19,20545.28,,,9186.857
Switzerland,CHE,2021-12-14,10630.64,22104.52,,,9153.571
Switzerland,CHE,2021-12-15,10372.7,23784.69,,,9080.857
Switzerland,CHE,2021-12-16,10126.7,25460.58,,,9021.0
Switzerland,CHE,2021-12-17,9656.59,27137.17,,,8838.571
Switzerland,CHE,2021-12-18,8955.33,29080.6,,,8692.857
Switzerland,CHE,2021-12-19,8218.88,31423.83,,,8662.429
Switzerland,CHE,2021-12-20,7525.93,34052.46,,,8653.571
Switzerland,CHE,2021-12-21,6899.29,36953.56,,,8516.429
Switzerland,CHE,2021-12-22,6338.65,40042.75,,,8552.143
Switzerland,CHE,2021-12-23,5836.19,42950.08,,,8763.0
Switzerland,CHE,2021-12-24,5383.21,45398.66,,,9066.286
Switzerland,CHE,2021-12-25,4972.27,47325.09,,,9194.286
Switzerland,CHE,2021-12-26,4597.6,48626.32,,,9277.143
Switzerland,CHE,2021-12-27,4254.79,49357.35,,,9711.143
Switzerland,CHE,2021-12-28,3940.41,49814.03,,,10562.0
Switzerland,CHE,2021-12-29,3651.68,50162.33,,,11546.571
Switzerland,CHE,2021-12-30,3386.27,50579.22,,,12687.143
Switzerland,CHE,2021-12-31,3191.03,51244.37,,,13898.571
Switzerland,CHE,2022-01-01,3062.95,52250.09,,,14827.286
Switzerland,CHE,2022-01-02,2958.58,53780.25,,,15247.571
Switzerland,CHE,2022-01-03,2860.93,55746.53,,,16024.571
Switzerland,CHE,2022-01-04,2765.14,57952.95,,,18145.285
Switzerland,CHE,2022-01-05,2670.92,60322.95,,,20387.715
Switzerland,CHE,2022-01-06,2579.24,62577.42,,,22053.143
Switzerland,CHE,2022-01-07,2491.04,64531.49,,,22965.0
Switzerland,CHE,2022-01-08,2406.88,66222.75,,,24555.285
Switzerland,CHE,2022-01-09,2326.97,67723.19,,,25752.43
Switzerland,CHE,2022-01-10,2251.31,69118.83,,,25834.57
Switzerland,CHE,2022-01-11,2179.75,70365.13,,,26157.285
Switzerland,CHE,2022-01-12,2112.07,71374.63,,,25808.0
Switzerland,CHE,2022-01-13,2048.03,72148.33,,,25659.57
Switzerland,CHE,2022-01-14,1942.15,72697.6,,,26015.285
Switzerland,CHE,2022-01-15,1793.26,72980.05,,,26066.57
Switzerland,CHE,2022-01-16,1639.11,72828.9,,,26282.43
Switzerland,CHE,2022-01-17,1494.79,72093.72,,,26478.43
Switzerland,CHE,2022-01-18,1364.62,70889.43,,,27516.43
Switzerland,CHE,2022-01-19,1248.38,69482.18,,,28715.143
Switzerland,CHE,2022-01-20,1144.13,68095.59,,,30069.857
Switzerland,CHE,2022-01-21,1049.89,66816.83,,,31361.143
Switzerland,CHE,2022-01-22,964.16,65562.58,,,32648.715
Switzerland,CHE,2022-01-23,885.83,64291.89,,,33411.855
Switzerland,CHE,2022-01-24,814.07,63055.96,,,33923.0
Switzerland,CHE,2022-01-25,748.22,61782.87,,,34856.855
Switzerland,CHE,2022-01-26,687.77,60373.15,,,35544.285
Switzerland,CHE,2022-01-27,632.24,58861.11,,,35872.57
Switzerland,CHE,2022-01-28,675.27,57290.03,,,35879.855
Switzerland,CHE,2022-01-29,816.63,55617.62,,,35734.43
Switzerland,CHE,2022-01-30,985.75,53803.88,,,35541.285
Switzerland,CHE,2022-01-31,1165.32,51852.95,,,35496.145
Switzerland,CHE,2022-02-01,1358.36,49764.87,,,34767.57
Switzerland,CHE,2022-02-02,1572.95,47564.71,,,33685.0
Switzerland,CHE,2022-02-03,1816.99,45454.44,,,32637.285
Switzerland,CHE,2022-02-04,2097.45,43653.37,,,31380.57
Switzerland,CHE,2022-02-05,2420.79,42150.71,,,30053.285
Switzerland,CHE,2022-02-06,2793.69,40946.17,,,29324.57
Switzerland,CHE,2022-02-07,3223.47,40053.85,,,28810.0
Switzerland,CHE,2022-02-08,3718.33,39383.8,,,27229.43
Switzerland,CHE,2022-02-09,4287.58,38996.77,,,25861.857
Switzerland,CHE,2022-02-10,4941.66,38940.12,,,24635.143
Switzerland,CHE,2022-02-11,5268.88,39084.09,,,23681.0
Switzerland,CHE,2022-02-12,5178.03,39399.84,,,22732.285
