Entity,Code,Day,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Australia,AUS,2021-10-13,6808.76,4225.74,,,2183.0
Australia,AUS,2021-10-14,7064.04,4055.7,,,2183.0
Australia,AUS,2021-10-15,7314.19,3849.74,,,2183.0
Australia,AUS,2021-10-16,7561.81,3638.39,,,2183.0
Australia,AUS,2021-10-17,7808.14,3454.58,,,2192.429
Australia,AUS,2021-10-18,8053.73,3293.72,,,2192.429
Australia,AUS,2021-10-19,8298.8,3173.14,,,2192.429
Australia,AUS,2021-10-20,8543.53,3109.28,,,2192.429
Australia,AUS,2021-10-21,8787.61,3083.54,,,2192.429
Australia,AUS,2021-10-22,8970.89,3086.3,,,2192.429
Australia,AUS,2021-10-23,9084.5,3091.15,,,2192.429
Australia,AUS,2021-10-24,9169.29,3084.81,,,1965.571
Australia,AUS,2021-10-25,9240.08,3067.57,,,1965.571
Australia,AUS,2021-10-26,9300.28,3012.76,,,1965.571
Australia,AUS,2021-10-27,9349.41,2925.04,,,1965.571
Australia,AUS,2021-10-28,9386.28,2823.98,,,1965.571
Australia,AUS,2021-10-29,9410.1,2712.26,,,1965.571
Australia,AUS,2021-10-30,9420.68,2608.06,,,1965.571
Australia,AUS,2021-10-31,9418.39,2524.02,,,1435.143
Australia,AUS,2021-11-01,9403.96,2462.15,,,1435.143
Australia,AUS,2021-11-02,9378.38,2439.55,,,1435.143
Australia,AUS,2021-11-03,9342.79,2462.89,,,1435.143
Australia,AUS,2021-11-04,9298.49,2522.98,,,1435.143
Australia,AUS,2021-11-05,9272.16,2610.24,,,1435.143
Australia,AUS,2021-11-06,9268.25,2703.29,,,1435.143
Australia,AUS,2021-11-07,9269.7,2774.18,,,1380.857
Australia,AUS,2021-11-08,9270.52,2818.04,,,1380.857
Australia,AUS,2021-11-09,9269.48,2842.45,,,1380.857
Australia,AUS,2021-11-10,9266.88,2835.45,,,1380.857
Australia,AUS,2021-11-11,9263.33,2803.96,,,1380.857
Australia,AUS,2021-11-12,9259.24,2765.22,,,1380.857
Australia,AUS,2021-11-13,9254.79,3304.2,,,1380.857
Australia,AUS,2021-11-14,9253.15,3218.48,,,1243.0
Australia,AUS,2021-11-15,9258.82,3277.66,,,1243.0
Australia,AUS,2021-11-16,9273.3,3345.52,,,1243.0
Australia,AUS,2021-11-17,9296.54,3447.9,,,1243.0
Australia,AUS,2021-11-18,9327.99,3578.78,,,1243.0
Australia,AUS,2021-11-19,9302.55,3722.59,,,1243.0
Australia,AUS,2021-11-20,9215.17,3906.34,,,1243.0
Australia,AUS,2021-11-21,9115.64,4124.9,,,1332.857
Australia,AUS,2021-11-22,9022.79,4364.19,,,1332.857
Australia,AUS,2021-11-23,8941.28,4635.4,,,1332.857
Australia,AUS,2021-11-24,8870.57,4929.19,,,1332.857
Australia,AUS,2021-11-25,8808.79,5228.48,,,1332.857
Australia,AUS,2021-11-26,8754.3,5516.51,,,1332.857
Australia,AUS,2021-11-27,8705.94,5807.68,,,1332.857
Australia,AUS,2021-11-28,8662.93,6149.29,,,1392.0
Australia,AUS,2021-11-29,8624.89,6573.66,,,1392.0
Australia,AUS,2021-11-30,8591.56,7106.46,,,1392.0
Australia,AUS,2021-12-01,8562.77,7765.72,,,1392.0
Australia,AUS,2021-12-02,8538.41,8545.7,,,1392.0
Australia,AUS,2021-12-03,8760.25,9426.81,,,1392.0
Australia,AUS,2021-12-04,9246.27,10355.02,,,1392.0
Australia,AUS,2021-12-05,9814.16,11262.22,,,1503.714
Australia,AUS,2021-12-06,10401.63,12193.27,,,1503.714
Australia,AUS,2021-12-07,10998.19,13277.37,,,1503.714
Australia,AUS,2021-12-08,11610.49,14581.24,,,1503.714
Australia,AUS,2021-12-09,12247.84,16186.08,,,1503.714
Australia,AUS,2021-12-10,12917.76,18295.7,,,1503.714
Australia,AUS,2021-12-11,13625.43,21030.67,,,1503.714
Australia,AUS,2021-12-12,14374.28,24406.57,,,1914.714
Australia,AUS,2021-12-13,15166.97,28518.79,,,1914.714
Australia,AUS,2021-12-14,16005.6,33402.76,,,1914.714
Australia,AUS,2021-12-15,16892.31,38940.59,,,1914.714
Australia,AUS,2021-12-16,17829.07,45090.24,,,1914.714
Australia,AUS,2021-12-17,19020.56,51660.43,,,1914.714
Australia,AUS,2021-12-18,20497.94,58179.27,,,1914.714
Australia,AUS,2021-12-19,22123.71,64895.45,,,4498.429
Australia,AUS,2021-12-20,23854.72,72287.44,,,4498.429
Australia,AUS,2021-12-21,25687.92,80020.62,,,4498.429
Australia,AUS,2021-12-22,27633.16,88255.05,,,4498.429
Australia,AUS,2021-12-23,29701.65,97422.31,,,4498.429
Australia,AUS,2021-12-24,31902.54,106956.54,,,4498.429
Australia,AUS,2021-12-25,34242.65,116095.97,,,4498.429
Australia,AUS,2021-12-26,36726.73,124708.99,,,14252.0
Australia,AUS,2021-12-27,39358.3,133150.53,,,14252.0
Australia,AUS,2021-12-28,42139.67,141907.74,,,14252.0
Australia,AUS,2021-12-29,45072.28,150760.13,,,14252.0
Australia,AUS,2021-12-30,48156.54,158786.14,,,14252.0
Australia,AUS,2021-12-31,51441.03,165371.55,,,14252.0
Australia,AUS,2022-01-01,54929.26,169983.77,,,14252.0
Australia,AUS,2022-01-02,58583.4,171790.7,,,41373.43
Australia,AUS,2022-01-03,62386.69,170308.01,,,41373.43
Australia,AUS,2022-01-04,66330.59,165705.57,,,41373.43
Australia,AUS,2022-01-05,70407.73,158569.21,,,41373.43
Australia,AUS,2022-01-06,74609.53,149664.95,,,41373.43
Australia,AUS,2022-01-07,78925.17,139877.16,,,41373.43
Australia,AUS,2022-01-08,83341.62,130456.78,,,41373.43
Australia,AUS,2022-01-09,87843.74,122225.6,,,84116.14
Australia,AUS,2022-01-10,92414.47,115056.82,,,84116.14
Australia,AUS,2022-01-11,97034.82,108659.62,,,84116.14
Australia,AUS,2022-01-12,101684.3,102715.66,,,84116.14
Australia,AUS,2022-01-13,106332.02,97150.59,,,84116.14
Australia,AUS,2022-01-14,108259.58,92296.51,,,84116.14
Australia,AUS,2022-01-15,107153.08,88244.69,,,84116.14
Australia,AUS,2022-01-16,105015.67,84948.35,,,66046.43
Australia,AUS,2022-01-17,102633.99,82374.42,,,66046.43
Australia,AUS,2022-01-18,100238.24,80277.73,,,66046.43
Australia,AUS,2022-01-19,97847.33,78325.2,,,66046.43
Australia,AUS,2022-01-20,95424.57,76177.52,,,66046.43
Australia,AUS,2022-01-21,92935.58,73716.84,,,66046.43
Australia,AUS,2022-01-22,90362.69,71035.31,,,66046.43
Australia,AUS,2022-01-23,87703.49,68211.95,,,49708.57
Australia,AUS,2022-01-24,84965.59,65387.33,,,49708.57
Australia,AUS,2022-01-25,82161.97,62656.76,,,49708.57
Australia,AUS,2022-01-26,79307.88,60106.94,,,49708.57
Australia,AUS,2022-01-27,76419.05,57862.17,,,49708.57
Australia,AUS,2022-01-28,73640.84,55973.6,,,49708.57
Australia,AUS,2022-01-29,70982.41,54578.59,,,49708.57
Australia,AUS,2022-01-30,68347.0,53720.6,,,38259.57
Australia,AUS,2022-01-31,65705.14,53261.37,,,38259.57
Australia,AUS,2022-02-01,63057.39,53099.89,,,38259.57
Australia,AUS,2022-02-02,60415.21,53097.31,,,38259.57
Australia,AUS,2022-02-03,57792.27,53145.22,,,38259.57
Australia,AUS,2022-02-04,55201.16,52965.65,,,38259.57
Australia,AUS,2022-02-05,52652.51,52295.73,,,38259.57
Australia,AUS,2022-02-06,50155.02,51287.62,,,28730.285
Australia,AUS,2022-02-07,47715.79,49857.63,,,28730.285
Australia,AUS,2022-02-08,45340.62,47958.82,,,28730.285
Australia,AUS,2022-02-09,43034.23,46026.84,,,28730.285
Australia,AUS,2022-02-10,40800.43,44142.9,,,28730.285
Australia,AUS,2022-02-11,39033.37,42366.09,,,28730.285
Australia,AUS,2022-02-12,37729.86,40999.85,,,28730.285
Australia,AUS,2022-02-13,36559.02,39934.45,,,24536.285
Australia,AUS,2022-02-14,35397.46,39097.26,,,24536.285
Australia,AUS,2022-02-15,34215.18,38615.21,,,24536.285
Australia,AUS,2022-02-16,33016.89,38402.54,,,24536.285
Australia,AUS,2022-02-17,31815.86,38400.77,,,24536.285
Australia,AUS,2022-02-18,30624.24,38579.02,,,24536.285
Australia,AUS,2022-02-19,29450.75,38943.54,,,24536.285
Australia,AUS,2022-02-20,28300.95,39666.97,,,22918.43
Australia,AUS,2022-02-21,27178.25,40631.57,,,22918.43
Australia,AUS,2022-02-22,26084.72,41705.48,,,22918.43
Australia,AUS,2022-02-23,25021.64,42967.14,,,22918.43
Australia,AUS,2022-02-24,23989.83,44237.82,,,22918.43
Australia,AUS,2022-02-25,23826.35,45443.47,,,22918.43
Australia,AUS,2022-02-26,24544.48,46551.92,,,22918.43
Australia,AUS,2022-02-27,25468.01,47365.68,,,22914.57
Australia,AUS,2022-02-28,26358.03,48210.85,,,22914.57
Australia,AUS,2022-03-01,27165.0,49335.19,,,22914.57
Australia,AUS,2022-03-02,27903.49,50461.95,,,22914.57
Australia,AUS,2022-03-03,28599.29,51705.35,,,22914.57
Australia,AUS,2022-03-04,29272.36,53178.19,,,22914.57
Australia,AUS,2022-03-05,29934.41,54672.69,,,22914.57
Australia,AUS,2022-03-06,30591.02,56270.52,,,27959.57
Australia,AUS,2022-03-07,31244.17,57937.45,,,27959.57
Australia,AUS,2022-03-08,31894.02,59471.38,,,27959.57
Australia,AUS,2022-03-09,32540.04,60938.36,,,27959.57
Australia,AUS,2022-03-10,33181.45,62278.83,,,27959.57
Australia,AUS,2022-03-11,33770.35,63359.2,,,27959.57
Australia,AUS,2022-03-12,34301.83,64346.45,,,27959.57
Australia,AUS,2022-03-13,34810.99,65376.06,,,34549.715
Australia,AUS,2022-03-14,35310.43,66393.13,,,34549.715
Australia,AUS,2022-03-15,35802.73,67407.71,,,34549.715
Australia,AUS,2022-03-16,36286.9,68486.45,,,34549.715
Australia,AUS,2022-03-17,36761.17,69488.24,,,34549.715
Australia,AUS,2022-03-18,37223.93,70275.72,,,34549.715
Australia,AUS,2022-03-19,37673.96,70897.04,,,34549.715
Australia,AUS,2022-03-20,38110.3,71216.98,,,46748.57
Australia,AUS,2022-03-21,38532.22,71244.08,,,46748.57
Australia,AUS,2022-03-22,38939.06,71239.04,,,46748.57
Australia,AUS,2022-03-23,39330.27,71284.82,,,46748.57
Australia,AUS,2022-03-24,39705.31,71539.34,,,46748.57
Australia,AUS,2022-03-25,39732.2,72052.42,,,46748.57
Australia,AUS,2022-03-26,39388.47,72645.99,,,46748.57
Australia,AUS,2022-03-27,38933.07,73251.51,,,55108.855
Australia,AUS,2022-03-28,38465.28,73810.87,,,55108.855
Australia,AUS,2022-03-29,38011.84,74257.42,,,55108.855
Australia,AUS,2022-03-30,37572.42,74346.61,,,55108.855
Australia,AUS,2022-03-31,37139.92,73927.19,,,55108.855
Australia,AUS,2022-04-01,36707.94,73230.03,,,55108.855
Australia,AUS,2022-04-02,36272.45,72402.35,,,55108.855
Australia,AUS,2022-04-03,35831.58,71472.67,,,56568.855
Australia,AUS,2020-02-10,,44.81,32.0,,0.429
Australia,AUS,2020-02-11,,45.65,32.0,,0.429
Australia,AUS,2020-02-12,,48.57,32.0,,0.286
Australia,AUS,2020-02-13,,51.32,32.0,,0.143
Australia,AUS,2020-02-14,,57.84,32.0,,0.0
Australia,AUS,2020-02-15,,80.18,70.0,,0.0
Australia,AUS,2020-02-16,,122.62,70.0,,0.0
Australia,AUS,2020-02-17,,181.44,72.0,,0.0
Australia,AUS,2020-02-18,,253.07,77.0,,0.0
Australia,AUS,2020-02-19,,330.04,86.0,,0.0
Australia,AUS,2020-02-20,,402.5,101.0,,0.0
Australia,AUS,2020-02-21,,463.23,112.0,,0.0
Australia,AUS,2020-02-22,,504.08,120.0,,0.857
Australia,AUS,2020-02-23,,522.02,130.0,,1.0
Australia,AUS,2020-02-24,,521.77,140.0,,1.0
Australia,AUS,2020-02-25,,507.3,153.0,,1.0
Australia,AUS,2020-02-26,,485.56,167.0,,1.143
Australia,AUS,2020-02-27,,464.17,180.0,,1.143
Australia,AUS,2020-02-28,,444.36,193.0,,1.143
Australia,AUS,2020-02-29,,426.74,207.0,,0.571
Australia,AUS,2020-03-01,,410.95,223.0,,0.429
Australia,AUS,2020-03-02,,395.73,240.0,,1.0
Australia,AUS,2020-03-03,,382.41,257.0,,1.0
Australia,AUS,2020-03-04,,371.35,275.0,,1.429
Australia,AUS,2020-03-05,,363.15,294.0,,2.857
Australia,AUS,2020-03-06,,359.3,315.0,,4.857
Australia,AUS,2020-03-07,,359.28,336.0,,5.429
Australia,AUS,2020-03-08,,362.13,359.0,,6.429
Australia,AUS,2020-03-09,,366.62,382.0,,6.857
Australia,AUS,2020-03-10,,371.11,406.0,,9.0
Australia,AUS,2020-03-11,,373.15,430.0,,9.571
Australia,AUS,2020-03-12,,373.39,455.0,,11.286
Australia,AUS,2020-03-13,,377.28,479.0,29.1141031927266,11.857
Australia,AUS,2020-03-14,,381.48,503.0,40.1931931577144,19.143
Australia,AUS,2020-03-15,,381.87,525.0,52.4634974737834,25.571
Australia,AUS,2020-03-16,,386.41,544.0,65.3311761651426,31.571
Australia,AUS,2020-03-17,,394.84,560.0,82.3968233155289,34.857
Australia,AUS,2020-03-18,,402.19,573.0,102.466939301781,44.857
Australia,AUS,2020-03-19,,410.48,581.0,131.546559101038,63.286
Australia,AUS,2020-03-20,,413.07,584.0,165.758589548212,78.714
Australia,AUS,2020-03-21,,406.77,583.0,203.025527488309,96.571
Australia,AUS,2020-03-22,,399.15,576.0,254.780042370013,118.857
Australia,AUS,2020-03-23,,387.56,566.0,423.799275906879,156.857
Australia,AUS,2020-03-24,,370.4,551.0,435.37844490379,196.143
Australia,AUS,2020-03-25,,355.15,534.0,592.788463181373,262.571
Australia,AUS,2020-03-26,,339.7,513.0,673.574452931435,265.429
Australia,AUS,2020-03-27,,321.82,491.0,742.084139468799,327.714
Australia,AUS,2020-03-28,,307.63,467.0,757.753713072595,357.857
Australia,AUS,2020-03-29,,295.14,443.0,822.192360723717,389.714
Australia,AUS,2020-03-30,,281.24,418.0,724.777790052703,385.286
Australia,AUS,2020-03-31,,268.84,394.0,833.414156323382,378.571
Australia,AUS,2020-04-01,,255.62,370.0,698.283920907415,350.714
Australia,AUS,2020-04-02,,240.29,348.0,667.690192731789,364.714
Australia,AUS,2020-04-03,,225.78,326.0,633.355843277485,319.857
Australia,AUS,2020-04-04,,211.51,306.0,670.263451327259,296.571
Australia,AUS,2020-04-05,,196.81,287.0,582.30494611504,260.857
Australia,AUS,2020-04-06,,181.08,269.0,513.96887272347,235.857
Australia,AUS,2020-04-07,,163.28,252.0,402.296429027908,212.143
Australia,AUS,2020-04-08,,144.75,237.0,392.031867488766,178.429
Australia,AUS,2020-04-09,,126.9,222.0,339.106633454534,153.714
Australia,AUS,2020-04-10,,111.51,209.0,293.614798068772,132.571
Australia,AUS,2020-04-11,,99.38,196.0,219.122730265392,112.0
Australia,AUS,2020-04-12,,89.71,185.0,191.828490962861,93.429
Australia,AUS,2020-04-13,,82.69,174.0,184.737735641628,82.571
Australia,AUS,2020-04-14,,78.14,164.0,167.271928030526,74.571
Australia,AUS,2020-04-15,,75.35,154.0,147.715931470414,65.714
Australia,AUS,2020-04-16,,74.13,145.0,130.583840300086,58.0
Australia,AUS,2020-04-17,,74.2,137.0,111.081341656935,45.143
Australia,AUS,2020-04-18,,75.73,129.0,95.0287944589836,42.143
Australia,AUS,2020-04-19,,79.08,122.0,95.6657411269994,42.429
Australia,AUS,2020-04-20,,83.66,116.0,93.3497035398283,41.429
Australia,AUS,2020-04-21,,88.88,109.0,83.2683687509661,37.0
Australia,AUS,2020-04-22,,94.11,103.0,74.1356530425558,33.0
Australia,AUS,2020-04-23,,98.18,98.0,62.7607764776329,28.0
Australia,AUS,2020-04-24,,100.21,93.0,54.2888241271288,28.429
Australia,AUS,2020-04-25,,99.59,88.0,49.0274917399732,22.0
Australia,AUS,2020-04-26,,96.29,83.0,37.1222288134428,16.714
Australia,AUS,2020-04-27,,91.02,79.0,31.9328746163559,14.429
Australia,AUS,2020-04-28,,84.86,75.0,31.4997849317608,14.286
Australia,AUS,2020-04-29,,79.08,71.0,28.5569954343958,13.0
Australia,AUS,2020-04-30,,74.18,68.0,28.7630782604692,13.143
Australia,AUS,2020-05-01,,70.08,64.0,29.5896039792477,13.571
Australia,AUS,2020-05-02,,66.79,61.0,24.8283092777117,11.429
Australia,AUS,2020-05-03,,64.08,58.0,24.7395558442274,11.429
Australia,AUS,2020-05-04,,61.69,55.0,27.1167926976323,12.571
Australia,AUS,2020-05-05,,59.66,53.0,30.7121548996944,14.286
Australia,AUS,2020-05-06,,57.93,50.0,33.9784494319944,15.857
Australia,AUS,2020-05-07,,56.55,48.0,39.3661889280042,18.429
Australia,AUS,2020-05-08,,55.54,46.0,40.7690244861435,19.143
Australia,AUS,2020-05-09,,54.83,44.0,44.5964743479181,21.0
Australia,AUS,2020-05-10,,54.44,42.0,44.1731045245093,20.857
Australia,AUS,2020-05-11,,54.35,40.0,42.2499241240426,20.0
Australia,AUS,2020-05-12,,54.4,39.0,37.0294935758176,17.571
Australia,AUS,2020-05-13,,54.34,37.0,34.5448487087874,16.429
Australia,AUS,2020-05-14,,54.16,36.0,29.9756636636495,14.286
Australia,AUS,2020-05-15,,54.13,35.0,27.8229253554053,13.286
Australia,AUS,2020-05-16,,54.31,35.0,31.3554852289424,15.0
Australia,AUS,2020-05-17,,54.73,35.0,31.900088106113,15.286
Australia,AUS,2020-05-18,,55.38,35.0,30.9574659868791,14.857
Australia,AUS,2020-05-19,,55.85,35.0,33.2927182052114,16.0
Australia,AUS,2020-05-20,,55.95,36.0,30.8753700017603,14.857
Australia,AUS,2020-05-21,,55.76,37.0,30.8402999591279,14.857
Australia,AUS,2020-05-22,,55.63,39.0,27.2546588672929,13.143
Australia,AUS,2020-05-23,,55.97,41.0,22.4939015559776,10.857
Australia,AUS,2020-05-24,,56.72,43.0,20.7019450751026,10.0
Australia,AUS,2020-05-25,,57.96,46.0,18.9147758483117,9.143
Australia,AUS,2020-05-26,,60.05,50.0,17.1317501257089,8.286
Australia,AUS,2020-05-27,,62.32,54.0,19.1898268911092,9.286
Australia,AUS,2020-05-28,,64.11,59.0,17.7051450601891,8.571
Australia,AUS,2020-05-29,,65.39,64.0,20.355315788938,9.857
Australia,AUS,2020-05-30,,65.94,70.0,23.00593762218,11.143
Australia,AUS,2020-05-31,,65.81,77.0,23.2982377560627,11.286
Australia,AUS,2020-06-01,,65.43,84.0,25.3618432063057,12.286
Australia,AUS,2020-06-02,,64.9,93.0,25.3636817601907,12.286
Australia,AUS,2020-06-03,,64.9,102.0,25.9567273755702,12.571
Australia,AUS,2020-06-04,,66.28,113.0,26.5550997693786,12.857
Australia,AUS,2020-06-05,,68.83,124.0,26.5661919247331,12.857
Australia,AUS,2020-06-06,,72.34,138.0,23.0372138303102,11.143
Australia,AUS,2020-06-07,,76.5,152.0,20.6883897555819,10.0
Australia,AUS,2020-06-08,,80.44,168.0,19.2273403421761,9.286
Australia,AUS,2020-06-09,,84.23,186.0,18.0609929367861,8.714
Australia,AUS,2020-06-10,,87.97,207.0,13.6352777340443,6.571
Australia,AUS,2020-06-11,,91.85,229.0,13.950927685643,5.429
Australia,AUS,2020-06-12,,97.53,253.0,13.3795577077048,6.429
Australia,AUS,2020-06-13,,106.0,281.0,11.6145616723912,5.571
Australia,AUS,2020-06-14,,117.51,311.0,14.0257285404893,6.714
Australia,AUS,2020-06-15,,133.2,344.0,17.9457861767866,8.571
Australia,AUS,2020-06-16,,152.89,381.0,20.9913763632232,10.0
Australia,AUS,2020-06-17,,175.04,421.0,24.0599054950288,11.429
Australia,AUS,2020-06-18,,198.7,465.0,28.3610439657384,14.714
Australia,AUS,2020-06-19,,222.4,512.0,32.0956509088904,15.143
Australia,AUS,2020-06-20,,245.62,563.0,36.1758096763256,17.0
Australia,AUS,2020-06-21,,270.31,619.0,40.9177811143452,19.143
Australia,AUS,2020-06-22,,297.39,678.0,43.2690076042188,20.143
Australia,AUS,2020-06-23,,329.29,742.0,42.8901469829017,19.857
Australia,AUS,2020-06-24,,371.49,809.0,45.0157093840924,20.714
Australia,AUS,2020-06-25,,423.66,881.0,47.1974777837528,21.571
Australia,AUS,2020-06-26,,484.23,956.0,52.5937696330019,23.857
Australia,AUS,2020-06-27,,553.08,1036.0,59.0676360937077,26.571
Australia,AUS,2020-06-28,,623.64,1119.0,65.7070464586376,29.286
Australia,AUS,2020-06-29,,692.09,1206.0,72.8569005573091,32.143
Australia,AUS,2020-06-30,,759.3,1297.0,95.9495438391476,41.857
Australia,AUS,2020-07-01,,822.14,1390.0,113.392894474283,48.857
Australia,AUS,2020-07-02,,877.21,1487.0,134.105220508821,57.0
Australia,AUS,2020-07-03,,924.88,1588.0,151.129260847803,63.286
Australia,AUS,2020-07-04,,967.9,1691.0,228.845708353802,94.286
Australia,AUS,2020-07-05,,1010.26,1798.0,254.444239038809,103.0
Australia,AUS,2020-07-06,,1057.23,1907.0,274.44858268871,109.0
Australia,AUS,2020-07-07,,1107.67,2019.0,300.694604862532,117.0
Australia,AUS,2020-07-08,,1155.55,2131.0,345.645464141241,131.571
Australia,AUS,2020-07-09,,1205.45,2243.0,371.106187943399,138.0
Australia,AUS,2020-07-10,,1262.79,2352.0,416.636641130564,151.143
Australia,AUS,2020-07-11,,1324.58,2458.0,446.240469459561,157.714
Australia,AUS,2020-07-12,,1386.45,2556.0,494.756060938122,170.143
Australia,AUS,2020-07-13,,1440.73,2646.0,576.180754356534,192.571
Australia,AUS,2020-07-14,,1486.37,2725.0,613.752831514412,199.143
Australia,AUS,2020-07-15,,1528.66,2791.0,679.115217968941,213.714
Australia,AUS,2020-07-16,,1561.44,2843.0,753.734350059246,229.857
Australia,AUS,2020-07-17,,1583.05,2879.0,847.050652138827,250.143
Australia,AUS,2020-07-18,,1601.17,2899.0,937.703191749105,268.0
Australia,AUS,2020-07-19,,1614.2,2902.0,975.503395572495,269.714
Australia,AUS,2020-07-20,,1624.13,2890.0,1071.16454977715,286.429
Australia,AUS,2020-07-21,,1632.1,2862.0,1154.10776655575,298.429
Australia,AUS,2020-07-22,,1629.3,2820.0,1243.7033946567,311.0
Australia,AUS,2020-07-23,,1619.55,2767.0,1418.14215673766,343.0
Australia,AUS,2020-07-24,,1607.09,2703.0,1523.67820257458,356.571
Australia,AUS,2020-07-25,,1586.27,2631.0,1488.23388455102,337.143
Australia,AUS,2020-07-26,,1562.6,2553.0,1633.4132038251,358.429
Australia,AUS,2020-07-27,,1543.79,2471.0,1746.7745466056,371.571
Australia,AUS,2020-07-28,,1529.12,2386.0,1983.73974212537,409.429
Australia,AUS,2020-07-29,,1516.12,2300.0,2049.56686373331,410.857
Australia,AUS,2020-07-30,,1500.94,2213.0,1968.55094947301,383.714
Australia,AUS,2020-07-31,,1474.14,2127.0,2256.04939265261,428.143
Australia,AUS,2020-08-01,,1428.48,2042.0,2555.74242672038,472.857
Australia,AUS,2020-08-02,,1365.64,1959.0,2635.02658364078,476.0
Australia,AUS,2020-08-03,,1285.2,1878.0,2846.66350435288,502.857
Australia,AUS,2020-08-04,,1193.33,1800.0,2793.15408305881,483.286
Australia,AUS,2020-08-05,,1104.81,1724.0,2882.06657876124,489.286
Austria,AUT,2020-08-06,2134.38,572.61,664.0,211.962333325661,103.286
Austria,AUT,2020-08-07,2075.61,599.35,695.0,198.057037549998,111.429
Austria,AUT,2020-08-08,2019.81,626.29,727.0,210.423497754994,101.286
Austria,AUT,2020-08-09,1966.15,651.82,759.0,207.993058501182,96.571
Austria,AUT,2020-08-10,1914.19,669.51,792.0,205.921104412391,102.571
Austria,AUT,2020-08-11,1863.7,679.92,825.0,229.808903588914,102.857
Austria,AUT,2020-08-12,1814.58,683.91,858.0,,112.143
Austria,AUT,2020-08-13,1766.76,680.62,892.0,,127.0
Austria,AUT,2020-08-14,1814.64,676.2,925.0,,131.429
Austria,AUT,2020-08-15,1962.78,674.58,958.0,,150.286
Austria,AUT,2020-08-16,2138.9,675.18,992.0,,187.143
Austria,AUT,2020-08-17,2319.44,679.85,1025.0,,194.571
Austria,AUT,2020-08-18,2501.35,688.21,1059.0,,208.429
Austria,AUT,2020-08-19,2687.95,700.08,1093.0,,222.571
Austria,AUT,2020-08-20,2883.25,717.21,1127.0,,231.857
Austria,AUT,2020-08-21,3090.35,736.82,1162.0,,254.286
Austria,AUT,2020-08-22,3311.39,757.66,1198.0,,265.714
Austria,AUT,2020-08-23,3547.87,783.65,1234.0,,258.857
Austria,AUT,2020-08-24,3800.99,816.82,1270.0,,269.286
Austria,AUT,2020-08-25,4071.87,858.26,1308.0,,272.714
Austria,AUT,2020-08-26,4361.64,910.32,1346.0,,270.714
Austria,AUT,2020-08-27,4671.44,974.88,1385.0,,277.714
Austria,AUT,2020-08-28,4787.94,1051.09,1425.0,,273.714
Austria,AUT,2020-08-29,4680.56,1127.57,1466.0,,258.429
Austria,AUT,2020-08-30,4506.98,1195.19,1508.0,,272.0
Austria,AUT,2020-08-31,4330.55,1260.0,1551.0,,273.143
Austria,AUT,2020-09-01,4170.28,1320.23,1595.0,,277.571
Austria,AUT,2020-09-02,4027.55,1369.64,1639.0,,274.143
Austria,AUT,2020-09-03,3898.52,1412.77,1685.0,,272.0
Austria,AUT,2020-09-04,3779.07,1451.23,1732.0,,287.714
Austria,AUT,2020-09-05,3666.19,1487.89,1779.0,,308.0
Austria,AUT,2020-09-06,3558.06,1523.53,1827.0,,305.857
Austria,AUT,2020-09-07,3453.66,1552.78,1876.0,,303.0
Austria,AUT,2020-09-08,3352.49,1582.01,1926.0,,323.429
Austria,AUT,2020-09-09,3254.32,1615.54,1976.0,,348.714
Austria,AUT,2020-09-10,3159.02,1645.59,2028.0,,386.714
Austria,AUT,2020-09-11,3080.65,1672.89,2079.0,,424.286
Austria,AUT,2020-09-12,3019.14,1702.94,2132.0,,457.286
Austria,AUT,2020-09-13,2962.97,1733.12,2185.0,,535.714
Austria,AUT,2020-09-14,2907.78,1761.33,2238.0,,563.857
Austria,AUT,2020-09-15,2852.45,1786.24,2293.0,,570.571
Austria,AUT,2020-09-16,2797.04,1803.02,2348.0,,631.143
Austria,AUT,2020-09-17,2741.92,1814.8,2404.0,,655.571
Austria,AUT,2020-09-18,2687.42,1824.93,2460.0,,678.714
Austria,AUT,2020-09-19,2633.75,1833.23,2518.0,,708.571
Austria,AUT,2020-09-20,2581.02,1852.54,2576.0,,700.857
Austria,AUT,2020-09-21,2529.29,1891.62,2636.0,,736.857
Austria,AUT,2020-09-22,2478.56,1951.95,2696.0,,745.0
Austria,AUT,2020-09-23,2428.83,2040.9,2759.0,,710.857
Austria,AUT,2020-09-24,2380.09,2154.5,2822.0,,710.286
Austria,AUT,2020-09-25,2456.73,2285.33,2887.0,,703.143
Austria,AUT,2020-09-26,2665.83,2429.85,2954.0,,682.0
Austria,AUT,2020-09-27,2913.15,2576.73,3023.0,,665.857
Austria,AUT,2020-09-28,3168.15,2724.66,3094.0,,655.143
Austria,AUT,2020-09-29,3427.05,2882.57,3168.0,,665.857
Austria,AUT,2020-09-30,3694.36,3055.86,3244.0,,688.286
Austria,AUT,2020-10-01,3975.5,3258.31,3322.0,,694.0
Austria,AUT,2020-10-02,4274.68,3498.23,3403.0,,701.0
Austria,AUT,2020-10-03,4594.86,3765.28,3488.0,,719.857
Austria,AUT,2020-10-04,4938.16,4053.65,3575.0,,755.857
